Date,Open,High,Low,Close,Volume,Adj Close
2016-08-12,107.779999,108.440002,107.779999,108.18,18612300,108.18
2016-08-11,108.519997,108.93,107.849998,107.93,27484500,107.93
2016-08-10,108.709999,108.900002,107.760002,108.00,24008500,108.00
2016-08-09,108.230003,108.940002,108.010002,108.809998,26315200,108.809998
2016-08-08,107.519997,108.370003,107.160004,108.370003,28037200,108.370003
2016-08-05,106.269997,107.650002,106.18,107.480003,40553400,107.480003
2016-08-04,105.580002,106.00,105.279999,105.870003,27408700,105.870003
2016-08-03,104.809998,105.839996,104.769997,105.790001,30202600,105.220002
2016-08-02,106.050003,106.07,104.00,104.480003,33816600,103.917063
2016-08-01,104.410004,106.150002,104.410004,106.050003,38167900,105.478603
2016-07-29,104.190002,104.550003,103.68,104.209999,27733700,103.648513
2016-07-28,102.830002,104.449997,102.82,104.339996,39869800,103.77781
2016-07-27,104.269997,104.349998,102.75,102.949997,92344800,102.3953
2016-07-26,96.82,97.970001,96.419998,96.669998,56239800,96.149138
2016-07-25,98.25,98.839996,96.919998,97.339996,40382900,96.815526
2016-07-22,99.260002,99.300003,98.309998,98.660004,28313700,98.128421
2016-07-21,99.830002,101.00,99.129997,99.43,32702000,98.894269
2016-07-20,100.00,100.459999,99.739998,99.959999,26276000,99.421412
2016-07-19,99.559998,100.00,99.339996,99.870003,23779900,99.331901
2016-07-18,98.699997,100.129997,98.599998,99.830002,36493900,99.292116
2016-07-15,98.919998,99.300003,98.50,98.779999,30137000,98.24777
