Date,Open,High,Low,Close,Volume,Adj Close
2016-08-22,65.75,65.879997,65.410004,65.800003,8752000,65.800003
2016-08-19,65.720001,65.910004,65.220001,65.860001,9084900,65.860001
2016-08-18,65.620003,65.989998,65.529999,65.949997,9313600,65.949997
2016-08-17,65.800003,65.980003,65.540001,65.889999,11868100,65.889999
2016-08-16,65.360001,65.959999,65.239998,65.709999,10128900,65.709999
2016-08-15,65.559998,65.830002,65.459999,65.720001,8371600,65.720001
2016-08-12,64.970001,65.349998,64.860001,65.32,7685400,65.32
2016-08-11,65.269997,65.690002,65.019997,65.459999,9604500,65.459999
2016-08-10,65.919998,66.07,65.160004,65.279999,11556100,65.279999
2016-08-09,66.18,66.279999,65.690002,65.870003,10097000,65.870003
2016-08-08,66.07,66.489998,65.839996,66.099998,11359200,66.099998
2016-08-05,65.139999,66.370003,65.07,66.300003,20752700,66.300003
2016-08-04,64.489998,64.82,64.269997,64.559998,9873000,64.559998
2016-08-03,63.689999,64.669998,63.650002,64.660004,13122300,64.660004
2016-08-02,63.59,64.010002,63.380001,63.650002,13550000,63.650002
2016-08-01,64.150002,64.309998,63.610001,63.799999,11422600,63.799999
2016-07-29,63.799999,64.290001,63.75,63.970001,13210400,63.970001
2016-07-28,64.00,64.190002,63.720001,64.099998,10013400,64.099998
2016-07-27,64.080002,64.690002,64.059998,64.330002,11806800,64.330002
2016-07-26,63.98,64.260002,63.709999,64.129997,8067800,64.129997
2016-07-25,63.98,64.169998,63.68,63.869999,8168300,63.869999
