Date,Open,High,Low,Close,Volume,Adj Close
2016-08-22,134.300003,135.669998,133.839996,134.990005,2520500,134.990005
2016-08-19,134.50,135.00,133.839996,134.440002,1922600,134.440002
2016-08-18,134.720001,135.960007,134.529999,135.00,2030800,135.00
2016-08-17,134.850006,134.990005,134.110001,134.720001,2854600,134.720001
2016-08-16,134.149994,135.210007,133.399994,135.00,2759200,135.00
2016-08-15,133.699997,135.00,133.550003,134.660004,2812600,134.660004
2016-08-12,132.899994,133.779999,132.630005,133.100006,2522600,133.100006
2016-08-11,132.850006,133.559998,132.300003,133.00,2275700,133.00
2016-08-10,132.100006,133.529999,131.710007,132.279999,2642200,132.279999
2016-08-09,132.729996,132.990005,132.229996,132.619995,3013900,131.529999
2016-08-08,132.139999,132.949997,131.75,132.190002,2443800,131.10354
2016-08-05,132.210007,132.440002,131.009995,131.729996,3119500,130.647314
2016-08-04,132.00,132.550003,130.960007,131.210007,3008500,130.131599
2016-08-03,131.770004,132.449997,131.619995,131.869995,2359300,130.786163
2016-08-02,132.949997,133.399994,131.350006,131.600006,3156800,130.518393
2016-08-01,133.210007,134.229996,132.699997,133.210007,3067300,132.115161
2016-07-29,133.050003,133.800003,132.300003,133.660004,3559100,132.56146
2016-07-28,135.399994,135.860001,132.550003,133.009995,5142400,131.916793
2016-07-27,136.139999,139.449997,135.710007,135.960007,5661700,134.842559
2016-07-26,132.899994,134.970001,132.509995,134.850006,4667300,133.741681
2016-07-25,133.179993,133.300003,132.380005,132.940002,3078600,131.847376
