Date	Open	High	Low	Close	Volume	Ex-Dividend	Split Ratio	Adj. Open	Adj. High	Adj. Low	Adj. Close	Adj. Volume	+/-	% change	
2016-07-01	129.54	130.34	129.16	129.69	3247885.0	0.0	1.0	125.435800857	126.21045456	125.067840349	125.581048427	3247885.0	+	0.115794349785	
2016-07-05	128.43	129.0	126.63	126.97	4828971.0	0.0	1.0	124.360968845	124.912909608	122.617998013	122.947225837	4828971.0	-	-1.13680604223	
2016-07-06	127.25	127.31	123.96	126.96	3981574.0	0.0	1.0	123.218354633	123.27645366	120.032591279	122.937542665	3981574.0	-	-0.227897839438	
2016-07-07	126.92	128.17	126.26	127.17	3050067.0	0.0	1.0	122.89880998	124.109206391	122.259720675	123.140889262	3050067.0	+	0.196974471957	
2016-07-08	128.6	130.46	127.66	130.09	3597822.0	0.0	1.0	124.525582756	126.326652616	123.615364655	125.968375278	3597822.0	+	1.15863141538	
2016-07-11	130.84	133.25	130.8	132.04	3929575.0	0.0	1.0	126.694613125	129.028257405	126.65588044	127.856593679	3929575.0	+	0.917150718045	
2016-07-12	132.8	133.0	130.33	130.81	4317968.0	0.0	1.0	128.592514697	128.786178123	126.200771389	126.665563611	4317968.0	-	-1.49849397575	
2016-07-13	131.28	131.39	129.37	130.11	3061397.0	0.0	1.0	127.120672661	127.227187546	125.271186946	125.987741621	3061397.0	-	-0.891224862396	
2016-07-14	131.63	131.9175	130.2	131.55	3979813.0	0.0	1.0	127.459583657	127.737974831	126.074890162	127.382118286	3979813.0	-	-0.0607764192989	
2016-07-15	131.8	132.75	131.45	132.39	2940790.0	0.0	1.0	127.624197568	128.544098841	127.285286573	128.195504674	2940790.0	+	0.447647951475	
2016-07-18	132.38	133.89	131.95	133.43	3338398.0	0.0	1.0	128.185821503	129.647980367	127.769445138	129.202554488	3338398.0	+	0.793171173753	
2016-07-19	132.91	135.67	132.831	134.66	3390031.0	0.0	1.0	128.699029581	131.371584857	128.622532528	130.393584557	3390031.0	+	1.31668046101	
2016-07-20	134.55	135.18	134.04	134.72	2669691.0	0.0	1.0	130.287069672	130.897109464	129.793227937	130.451683584	2669691.0	+	0.126347082956	
2016-07-21	134.76	134.98	133.03	133.53	2853331.0	0.0	1.0	130.490416269	130.703446038	128.815227637	129.299386201	2853331.0	-	-0.912733748619	
2016-07-22	131.75	133.49	130.57	133.47	4844935.0	0.0	1.0	127.575781712	129.260653516	126.4331675	129.241287173	4844935.0	+	1.30550284596	
2016-07-25	133.18	133.3016	132.38	132.94	3078497.0	0.0	1.0	128.960475206	129.078222569	128.185821503	128.728079095	3078497.0	-	-0.180207238403	
2016-07-26	132.9	134.97	132.51	134.85	4666760.0	0.0	1.0	128.68934641	130.693762867	128.31170273	130.577564811	4666760.0	+	1.46726862299	
2016-07-27	136.14	139.45	135.71	135.96	5657810.0	0.0	1.0	131.826693907	135.031823603	131.410317542	131.652396824	5657810.0	-	-0.132216835479	
2016-07-28	135.4	135.86	132.55	133.01	5142388.0	0.0	1.0	131.110139232	131.555565111	128.350435415	128.795861294	5142388.0	-	-1.76514032519	
2016-07-29	133.05	133.8	132.3	133.66	3559058.0	0.0	1.0	128.834593979	129.560831826	128.108356133	129.425267428	3559058.0	+	0.458474258161	
2016-08-01	133.21	134.23	132.7	133.21	3067127.0	0.0	1.0	128.98952472	129.977208191	128.495682984	128.98952472	3067127.0	-	0.0	
2016-08-02	132.95	133.4	131.35	131.6	3156760.0	0.0	1.0	128.737762266	129.173504974	127.18845486	127.430534143	3156760.0	-	-1.01541932995	
2016-08-03	131.77	132.4491	131.62	131.87	2359275.0	0.0	1.0	127.595148055	128.252732217	127.449900485	127.691979767	2359275.0	+	0.0758898073133	
2016-08-04	132.0	132.55	130.955	131.21	3009006.0	0.0	1.0	127.817860994	128.350435415	126.805969595	127.052890462	3009006.0	-	-0.598484848714	
2016-08-05	132.21	132.44	131.01	131.73	3120136.0	0.0	1.0	128.021207591	128.243920531	126.859227037	127.556415369	3120136.0	-	-0.363058770298	
2016-08-08	132.14	132.95	131.75	132.19	2443769.0	0.0	1.0	127.953425392	128.737762266	127.575781712	128.001841249	2443769.0	+	0.0378386564109	
