Date	Open	High	Low	Close	Volume	Ex-Dividend	Split Ratio	Adj. Open	Adj. High	Adj. Low	Adj. Close	Adj. Volume	+/-	% change	
2016-07-01	61.52	62.0115	61.16	61.26	14214829.0	0.48	1.0	60.3984124738	60.8809518063	60.0449757298	60.1431526032	14214829.0	-	-0.422626787932	
2016-07-05	60.45	60.6	59.1	59.55	23356834.0	0.0	1.0	59.3479199292	59.4951852392	58.0225321392	58.4643280692	23356834.0	-	-1.48883374692	
2016-07-06	59.01	60.29	58.76	60.19	20427988.0	0.0	1.0	57.9341729532	59.1908369318	57.6887307699	59.0926600585	20427988.0	+	1.99966107436	
2016-07-07	60.52	61.14	60.16	60.58	13771417.0	0.0	1.0	59.4166437405	60.0253403552	59.0632069965	59.4755498645	13771417.0	+	0.0991407799089	
2016-07-08	61.33	62.17	61.33	61.83	16998814.0	0.0	1.0	60.2118764145	61.0365621505	60.2118764145	60.7027607812	16998814.0	+	0.815261699072	
2016-07-11	62.42	62.95	62.14	62.27	13151218.0	0.0	1.0	61.2820043338	61.8023417625	61.0071090885	61.1347390238	13151218.0	-	-0.240307593723	
2016-07-12	63.03	63.56	62.89	63.2	16587469.0	0.0	1.0	61.8808832611	62.4012206898	61.7434356385	62.0477839458	16587469.0	+	0.269712835216	
2016-07-13	63.08	63.43	62.64	63.16	18483123.0	0.0	1.0	61.9299716978	62.2735907545	61.4979934551	62.0085131965	18483123.0	+	0.126823081856	
2016-07-14	64.74	64.98	64.05	64.12	28981089.0	0.0	1.0	63.5597077951	63.7953322911	62.8822873691	62.9510111805	28981089.0	-	-0.9576768612	
2016-07-15	64.75	64.8	63.61	64.18	17599853.0	0.0	1.0	63.5695254825	63.6186139191	62.4503091265	63.0099173045	17599853.0	-	-0.88030888032	
2016-07-18	64.13	64.4	63.9	63.96	10824064.0	0.0	1.0	62.9608288678	63.2259064258	62.7350220591	62.7939281831	10824064.0	-	-0.265086543016	
2016-07-19	63.61	64.1	63.46	63.86	9729926.0	0.0	1.0	62.4503091265	62.9313758058	62.3030438165	62.6957513098	9729926.0	+	0.393019965366	
2016-07-20	64.11	64.229	63.71	63.93	10404438.0	0.0	1.0	62.9411934931	63.0580239724	62.5484859998	62.7644751211	10404438.0	-	-0.280767430982	
2016-07-21	64.0	64.18	63.63	63.69	9952550.0	0.0	1.0	62.8331989325	63.0099173045	62.4699445011	62.5288506251	9952550.0	-	-0.484375000113	
2016-07-22	63.9	64.09	63.6	64.04	8195688.0	0.0	1.0	62.7350220591	62.9215581185	62.4404914391	62.8724696818	8195688.0	+	0.219092331825	
2016-07-25	63.98	64.17	63.675	63.87	8167253.0	0.0	1.0	62.8135635578	63.0000996171	62.5141240941	62.7055689971	8167253.0	-	-0.171928727783	
2016-07-26	63.98	64.26	63.71	64.13	8067291.0	0.0	1.0	62.8135635578	63.0884588031	62.5484859998	62.9608288678	8067291.0	+	0.234448265086	
2016-07-27	64.08	64.685	64.06	64.33	11798111.0	0.0	1.0	62.9117404311	63.5057105148	62.8921050565	63.1571826145	11798111.0	+	0.390137328451	
2016-07-28	64.0	64.19	63.72	64.1	10013424.0	0.0	1.0	62.8331989325	63.0197349918	62.5583036871	62.9313758058	10013424.0	+	0.156249999949	
2016-07-29	63.8	64.29	63.75	63.97	13210357.0	0.0	1.0	62.6368451858	63.1179118651	62.5877567491	62.8037458705	13210357.0	+	0.266457680308	
2016-08-01	64.15	64.31	63.61	63.8	11422101.0	0.0	1.0	62.9804642425	63.1375472398	62.4503091265	62.6368451858	11422101.0	-	-0.545596258829	
2016-08-02	63.59	64.01	63.38	63.65	13550022.0	0.0	1.0	62.4306737518	62.8430166198	62.2245023178	62.4895798758	13550022.0	+	0.0943544582495	
2016-08-03	63.69	64.67	63.65	64.66	13121588.0	0.0	1.0	62.5288506251	63.4909839838	62.4895798758	63.4811662965	13121588.0	+	1.52300204127	
2016-08-04	64.49	64.815	64.27	64.56	9872821.0	0.0	1.0	63.3142656118	63.6333404501	63.0982764905	63.3829894231	9872821.0	+	0.108543960253	
2016-08-05	65.14	66.37	65.07	66.3	20752730.0	0.0	1.0	63.9524152884	65.1599908304	63.8836914771	65.0912670191	20752730.0	+	1.78077985884	
2016-08-08	66.07	66.485	65.84	66.1	11359174.0	0.0	1.0	64.8654602104	65.2728942348	64.6396534018	64.8949132724	11359174.0	+	0.0454063871658	
2016-08-09	66.18	66.28	65.69	65.87	10096971.0	0.0	1.0	64.9734547711	65.0716316444	64.4923880918	64.6691064638	10096971.0	-	-0.468419462028	
2016-08-10	65.92	66.07	65.16	65.28	11556086.0	0.0	1.0	64.7181949004	64.8654602104	63.9720506631	64.0898629111	11556086.0	-	-0.97087378637	
2016-08-11	65.27	65.69	65.02	65.46	9604549.0	0.0	1.0	64.0800452238	64.4923880918	63.8346030404	64.2665812831	9604549.0	+	0.291098513817	
2016-08-12	64.97	65.35	64.86	65.32	7684583.0	0.0	1.0	63.7855146038	64.1585867224	63.6775200431	64.1291336604	7684583.0	+	0.538710173829	
2016-08-15	65.56	65.83	65.46	65.72	8371557.0	0.0	1.0	64.3647581564	64.6298357144	64.2665812831	64.5218411538	8371557.0	+	0.24405125087	
