Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-09-02	56.14	56.45	56.14	56.26	000	56.26	+	0.213751335946	
2016-09-01	56.44	56.62	55.77	56.17	000	56.17	-	-0.478384124734	
2016-08-31	56.22	56.56	56.21	56.21	000	56.21	-	-0.0177872643187	
2016-08-30	56.45	56.46	56.20	56.20	000	56.20	-	-0.44286979628	
2016-08-29	56.20	56.53	56.08	56.53	000	56.53	+	0.5871886121	
2016-08-26	55.21	55.92	55.04	55.74	000	55.74	+	0.959971019743	
2016-08-25	55.71	55.98	55.47	55.86	100	55.86	+	0.269251480883	
2016-08-24	56.22	56.47	56.18	56.29	000	56.29	+	0.124510850231	
2016-08-23	56.07	56.39	56.05	56.25	000	56.25	+	0.321027287319	
2016-08-22	56.07	56.27	55.96	55.96	000	55.96	-	-0.196183342251	
