Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-12-27	84.900002	84.940002	84.419998	84.599998	3775400	84.599998	-	-0.35336159356	
2016-12-23	84.68	85.18	84.550003	84.959999	5271700	84.959999	+	0.330655408597	
2016-12-22	84.00	84.610001	83.870003	84.470001	7858400	84.470001	+	0.559525	
2016-12-21	84.190002	84.730003	84.120003	84.279999	6089700	84.279999	+	0.106897491225	
2016-12-20	84.57	84.709999	84.190002	84.57	7262200	84.57	=	0.0	
2016-12-19	84.75	84.980003	84.32	84.709999	6398400	84.709999	-	-0.047198820059	
2016-12-16	84.900002	85.120003	84.150002	84.68	18095400	84.68	-	-0.259130735945	
2016-12-15	84.150002	84.800003	83.610001	84.68	8746900	84.68	+	0.629825296974	
2016-12-14	85.290001	85.739998	84.169998	84.370003	12025400	84.370003	-	-1.07867040592	
2016-12-13	84.669998	85.360001	84.529999	85.18	11202700	85.18	+	0.60234086695	
2016-12-12	84.209999	85.18	84.209999	85.129997	7475000	85.129997	+	1.09250446613	
2016-12-09	83.519997	84.400002	83.470001	84.370003	7933400	84.370003	+	1.01772752698	
2016-12-08	83.790001	84.18	83.50	83.50	7501100	83.50	-	-0.346104542951	
2016-12-07	82.739998	84.279999	82.709999	84.18	8475300	84.18	+	1.74039404739	
2016-12-06	83.239998	83.25	82.610001	82.910004	7219500	82.910004	-	-0.396436818751	
2016-12-05	82.559998	83.080002	82.480003	82.989998	8576200	82.989998	+	0.52083334595	
2016-12-02	82.349998	82.68	82.07	82.400002	9069100	82.400002	+	0.0607213129501	
2016-12-01	82.209999	82.32	81.18	81.860001	12516900	81.860001	-	-0.425736533582	
2016-11-30	82.519997	82.830002	82.260002	82.459999	12115500	82.459999	-	-0.0727072251348	
2016-11-29	83.419998	83.480003	82.690002	82.889999	6183100	82.889999	-	-0.635338063662	
2016-11-28	83.129997	83.360001	82.760002	83.07	6990100	83.07	-	-0.0721725035068	
2016-11-25	82.989998	83.459999	82.949997	83.459999	3882900	83.459999	+	0.566334511781	
2016-11-23	82.589996	82.93	82.519997	82.68	7693300	82.68	+	0.108976878992	
2016-11-22	83.010002	83.18	82.660004	82.760002	7426500	82.760002	-	-0.301168526655	
2016-11-21	82.00	82.75	81.709999	82.639999	11482100	82.639999	+	0.780486585366	
2016-11-18	82.919998	83.099998	81.989998	82.00	14565500	82.00	-	-1.10950075035	
2016-11-17	83.269997	83.50	82.93	83.07	9083700	83.07	-	-0.240178944644	
