Date,Open,High,Low,Close,Volume,Adj Close
2016-09-16,87.620003,88.110001,87.300003,88.050003,22923700,88.050003
2016-09-15,86.75,88.269997,86.75,88.059998,13833600,88.059998
2016-09-14,87.120003,87.599998,86.870003,87.010002,25397900,87.010002
2016-09-13,87.550003,87.910004,87.010002,87.050003,19682700,87.050003
2016-09-12,86.040001,88.379997,85.959999,88.25,16105700,88.25
2016-09-09,87.099998,87.169998,86.239998,86.239998,21955000,86.239998
2016-09-08,87.949997,88.18,87.629997,87.779999,23465700,87.779999
2016-09-07,88.309998,88.410004,87.709999,87.949997,17556400,87.949997
2016-09-06,88.25,88.639999,87.879997,88.639999,14472100,88.639999
2016-09-02,88.480003,88.870003,88.040001,88.199997,17470400,88.199997
2016-09-01,87.360001,88.309998,86.980003,88.309998,29793300,88.309998
2016-08-31,87.75,87.849998,87.029999,87.309998,11407800,87.309998
2016-08-30,87.720001,88.300003,87.459999,87.540001,11619400,87.540001
2016-08-29,87.389999,88.400002,87.32,88.300003,8934500,88.300003
2016-08-26,87.870003,88.50,87.169998,87.580002,16408200,87.580002
2016-08-25,87.300003,87.940002,87.040001,87.900002,10595500,87.900002
2016-08-24,87.32,87.449997,86.559998,87.309998,5713300,87.309998
2016-08-23,87.129997,87.50,87.040001,87.400002,5420100,87.400002
2016-08-22,87.139999,87.209999,86.580002,86.849998,5921100,86.849998
2016-08-19,87.199997,87.410004,87.050003,87.309998,6199900,87.309998
2016-08-18,86.940002,87.459999,86.940002,87.440002,7082800,87.440002
