Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-07-01,129.54,130.34,129.16,129.69,3247885.0,0.0,1.0,125.435800857,126.21045456,125.067840349,125.581048427,3247885.0
2016-07-05,128.43,129.0,126.63,126.97,4828971.0,0.0,1.0,124.360968845,124.912909608,122.617998013,122.947225837,4828971.0
2016-07-06,127.25,127.31,123.96,126.96,3981574.0,0.0,1.0,123.218354633,123.27645366,120.032591279,122.937542665,3981574.0
2016-07-07,126.92,128.17,126.26,127.17,3050067.0,0.0,1.0,122.89880998,124.109206391,122.259720675,123.140889262,3050067.0
2016-07-08,128.6,130.46,127.66,130.09,3597822.0,0.0,1.0,124.525582756,126.326652616,123.615364655,125.968375278,3597822.0
2016-07-11,130.84,133.25,130.8,132.04,3929575.0,0.0,1.0,126.694613125,129.028257405,126.65588044,127.856593679,3929575.0
2016-07-12,132.8,133.0,130.33,130.81,4317968.0,0.0,1.0,128.592514697,128.786178123,126.200771389,126.665563611,4317968.0
2016-07-13,131.28,131.39,129.37,130.11,3061397.0,0.0,1.0,127.120672661,127.227187546,125.271186946,125.987741621,3061397.0
2016-07-14,131.63,131.9175,130.2,131.55,3979813.0,0.0,1.0,127.459583657,127.737974831,126.074890162,127.382118286,3979813.0
2016-07-15,131.8,132.75,131.45,132.39,2940790.0,0.0,1.0,127.624197568,128.544098841,127.285286573,128.195504674,2940790.0
2016-07-18,132.38,133.89,131.95,133.43,3338398.0,0.0,1.0,128.185821503,129.647980367,127.769445138,129.202554488,3338398.0
2016-07-19,132.91,135.67,132.831,134.66,3390031.0,0.0,1.0,128.699029581,131.371584857,128.622532528,130.393584557,3390031.0
2016-07-20,134.55,135.18,134.04,134.72,2669691.0,0.0,1.0,130.287069672,130.897109464,129.793227937,130.451683584,2669691.0
2016-07-21,134.76,134.98,133.03,133.53,2853331.0,0.0,1.0,130.490416269,130.703446038,128.815227637,129.299386201,2853331.0
2016-07-22,131.75,133.49,130.57,133.47,4844935.0,0.0,1.0,127.575781712,129.260653516,126.4331675,129.241287173,4844935.0
2016-07-25,133.18,133.3016,132.38,132.94,3078497.0,0.0,1.0,128.960475206,129.078222569,128.185821503,128.728079095,3078497.0
2016-07-26,132.9,134.97,132.51,134.85,4666760.0,0.0,1.0,128.68934641,130.693762867,128.31170273,130.577564811,4666760.0
2016-07-27,136.14,139.45,135.71,135.96,5657810.0,0.0,1.0,131.826693907,135.031823603,131.410317542,131.652396824,5657810.0
2016-07-28,135.4,135.86,132.55,133.01,5142388.0,0.0,1.0,131.110139232,131.555565111,128.350435415,128.795861294,5142388.0
2016-07-29,133.05,133.8,132.3,133.66,3559058.0,0.0,1.0,128.834593979,129.560831826,128.108356133,129.425267428,3559058.0
2016-08-01,133.21,134.23,132.7,133.21,3067127.0,0.0,1.0,128.98952472,129.977208191,128.495682984,128.98952472,3067127.0
2016-08-02,132.95,133.4,131.35,131.6,3156760.0,0.0,1.0,128.737762266,129.173504974,127.18845486,127.430534143,3156760.0
2016-08-03,131.77,132.4491,131.62,131.87,2359275.0,0.0,1.0,127.595148055,128.252732217,127.449900485,127.691979767,2359275.0
2016-08-04,132.0,132.55,130.955,131.21,3009006.0,0.0,1.0,127.817860994,128.350435415,126.805969595,127.052890462,3009006.0
2016-08-05,132.21,132.44,131.01,131.73,3120136.0,0.0,1.0,128.021207591,128.243920531,126.859227037,127.556415369,3120136.0
2016-08-08,132.14,132.95,131.75,132.19,2443769.0,0.0,1.0,127.953425392,128.737762266,127.575781712,128.001841249,2443769.0
2016-08-09,132.73,132.99,132.23,132.62,3013939.0,0.0,1.0,128.524732498,128.776494952,128.040573934,128.418217614,3013939.0
2016-08-10,132.1,133.53,131.71,132.28,2642249.0,1.09,1.0,128.968722153,130.364825655,128.587966652,129.144455461,2642249.0
2016-08-11,132.85,133.56,132.3,133.0,2275674.0,0.0,1.0,129.700944269,130.39411454,129.163981384,129.847388693,2275674.0
2016-08-12,132.9,133.78,132.63,133.1,2522523.0,0.0,1.0,129.749759077,130.608899694,129.486159115,129.945018308,2522523.0
2016-08-15,133.7,135.0,133.55,134.66,2812634.0,0.0,1.0,130.530796001,131.799981004,130.384351578,131.468040311,2812634.0
2016-08-16,134.15,135.21,133.4,135.0,2759206.0,0.0,1.0,130.970129271,132.005003196,130.237907155,131.799981004,2759206.0
2016-08-17,134.85,134.99,134.111,134.72,2854630.0,0.0,1.0,131.65353658,131.790218042,130.932053721,131.52661808,2854630.0
2016-08-18,134.72,135.96,134.53,135.0,2030826.0,0.0,1.0,131.52661808,132.737225313,131.341121811,131.799981004,2030826.0
2016-08-19,134.5,135.0,133.84,134.44,1922645.0,0.0,1.0,131.311832926,131.799981004,130.667477463,131.253255157,1922645.0
2016-08-22,134.3,135.67,133.84,134.99,2520722.0,0.0,1.0,131.116573695,132.454099428,130.667477463,131.790218042,2520722.0
2016-08-23,135.32,136.37,133.6414,134.14,3481863.0,0.0,1.0,132.112395773,133.137506737,130.473585047,130.96036631,3481863.0
2016-08-24,134.01,134.65,133.07,133.29,2133381.0,0.0,1.0,130.83344781,131.458277349,129.915729423,130.130514578,2133381.0
2016-08-25,133.3,133.3,132.42,132.98,1921322.0,0.0,1.0,130.140277539,130.140277539,129.281136922,129.827862769,1921322.0
2016-08-26,133.5,134.08,131.82,132.23,1973740.0,0.0,1.0,130.33553677,130.901788541,128.695359229,129.095640653,1973740.0
2016-08-29,132.72,133.58,132.32,132.9,2380035.0,0.0,1.0,129.574025769,130.413640463,129.183507307,129.749759077,2380035.0
2016-08-30,133.19,133.44,130.68,130.81,3437290.0,0.0,1.0,130.032884962,130.276959001,127.582381612,127.709300112,3437290.0
2016-08-31,130.83,130.83,129.14,129.45,3639176.0,0.0,1.0,127.728826035,127.728826035,126.078885532,126.38153734,3639176.0
2016-09-01,130.03,130.03,128.36,129.9,2807237.0,0.0,1.0,126.94778911,126.94778911,125.317374531,126.82087061,2807237.0
2016-09-02,130.89,131.96,130.58,131.16,2631047.0,0.0,1.0,127.787403804,128.832040691,127.484751996,128.051003766,2631047.0
2016-09-06,131.63,132.99,131.27,132.99,4151796.0,0.0,1.0,128.509862959,129.837625731,128.158396343,129.837625731,4151796.0
2016-09-07,132.48,133.08,132.0,132.64,2198386.0,0.0,1.0,129.339714692,129.925492385,128.871092537,129.495922077,2198386.0
