Date,Open,High,Low,Close,Volume,Adj Close
2016-09-16,66.089996,66.260002,65.440002,65.82,24799800,65.82
2016-09-15,66.290001,66.93,66.089996,66.639999,12531300,66.639999
2016-09-14,66.269997,67.25,66.209999,66.400002,12648600,66.400002
2016-09-13,66.110001,66.860001,65.82,66.529999,18876100,66.529999
2016-09-12,66.139999,67.300003,65.760002,67.059998,16453000,67.059998
2016-09-09,67.029999,67.43,66.639999,66.650002,19686900,66.650002
2016-09-08,67.220001,67.68,67.00,67.25,12253000,67.25
2016-09-07,67.160004,67.589996,66.959999,67.160004,10070400,67.160004
2016-09-06,67.50,67.550003,66.709999,67.440002,16649400,67.440002
2016-09-02,67.400002,67.580002,66.980003,67.489998,13720700,67.489998
2016-09-01,67.639999,67.720001,66.650002,67.209999,12226500,67.209999
2016-08-31,67.459999,67.769997,66.860001,67.50,14952300,67.50
2016-08-30,66.949997,67.599998,66.949997,67.50,13791200,67.50
2016-08-29,66.489998,67.099998,66.459999,66.949997,14583100,66.949997
2016-08-26,66.330002,66.879997,65.849998,66.220001,14038600,66.220001
2016-08-25,65.910004,66.139999,65.790001,66.07,9978700,66.07
2016-08-24,65.989998,66.230003,65.769997,65.949997,10167200,65.949997
2016-08-23,66.07,66.339996,65.760002,65.769997,8949600,65.769997
2016-08-22,65.75,65.879997,65.410004,65.800003,9055600,65.800003
2016-08-19,65.720001,65.910004,65.220001,65.860001,9084900,65.860001
2016-08-18,65.620003,65.989998,65.529999,65.949997,9313600,65.949997
