Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-07-01,95.49,96.465,95.33,95.89,26026540.0,0.0,1.0,93.6998376822,94.6565592419,93.5428372211,94.0923388349,26026540.0
2016-07-05,95.39,95.4,94.46,94.99,27705210.0,0.0,1.0,93.601712394,93.6115249228,92.6891472139,93.2092112413,27705210.0
2016-07-06,94.6,95.66,94.37,95.53,30949090.0,0.0,1.0,92.8265226174,93.8666506721,92.6008344545,93.7390877974,30949090.0
2016-07-07,95.7,96.5,95.62,95.94,25139558.0,0.0,1.0,93.9059007873,94.6909030928,93.8274005568,94.141401479,25139558.0
2016-07-08,96.49,96.89,96.05,96.68,28912103.0,0.0,1.0,94.6810905639,95.0735917167,94.249339296,94.8675286115,28912103.0
2016-07-11,96.75,97.65,96.73,96.98,23794945.0,0.0,1.0,94.9362163132,95.8193439068,94.9165912556,95.161904476,23794945.0
2016-07-12,97.17,97.7,97.12,97.42,24167463.0,0.0,1.0,95.3483425236,95.8684065509,95.2992798795,95.593655744,24167463.0
2016-07-13,97.41,97.67,96.84,96.87,25892171.0,0.0,1.0,95.5838432152,95.8389689645,95.0245290726,95.053966659,25892171.0
2016-07-14,97.39,98.99,97.32,98.79,38918997.0,0.0,1.0,95.5642181576,97.1342227684,95.4955304558,96.9379721921,38918997.0
2016-07-15,98.92,99.3,98.5,98.78,30136990.0,0.0,1.0,97.0655350667,97.4384111618,96.6534088563,96.9281596632,30136990.0
2016-07-18,98.7,100.13,98.6,99.83,36493867.0,0.0,1.0,96.8496594327,98.2528510537,96.7515341445,97.9584751891,36493867.0
2016-07-19,99.56,100.0,99.34,99.87,23779924.0,0.0,1.0,97.693536911,98.125288179,97.477661277,97.9977253044,23779924.0
2016-07-20,100.0,100.46,99.735,99.96,26275968.0,0.0,1.0,98.125288179,98.5766645046,97.8652561654,98.0860380638,26275968.0
2016-07-21,99.83,101.0,99.13,99.43,32702028.0,0.0,1.0,97.9584751891,99.1065410608,97.2715981719,97.5659740364,32702028.0
2016-07-22,99.26,99.3,98.31,98.66,28313669.0,0.0,1.0,97.3991610465,97.4384111618,96.4669708088,96.8104093174,28313669.0
