"Date"	"Tweet Prediction Date"	"Open"	"High"	"Low"	"Close"	"Volume"	"Adj Close"	"+/-"	"% change"
"2016-11-15"	"2016-11-12"	"78.370003"	"79.410004"	"77.779999"	"79.360001"	"27433800"	"79.360001"	"+"	"1.26323588376"
"2016-11-14"	"2016-11-11"	"77.25"	"80.440002"	"77.25"	"79.510002"	"45600000"	"79.510002"	"+"	"2.92556893204"
"2016-11-11"	"2016-11-08"	"76.300003"	"76.720001"	"75.769997"	"76.690002"	"27475100"	"76.690002"	"+"	"0.511138905198"
"2016-11-10"	"2016-11-07"	"74.220001"	"77.25"	"74.220001"	"76.650002"	"56189500"	"76.650002"	"+"	"3.27405142449"
"2016-11-09"	"2016-11-06"	"71.459999"	"74.150002"	"71.32"	"73.25"	"50681100"	"73.25"	"+"	"2.50489927939"
"2016-11-08"	"2016-11-05"	"69.699997"	"70.550003"	"69.239998"	"70.029999"	"17475400"	"70.029999"	"+"	"0.473460565572"
"2016-11-07"	"2016-11-04"	"69.080002"	"69.970001"	"69.00"	"69.879997"	"16138300"	"69.879997"	"+"	"1.15807031969"
"2016-11-04"	"2016-11-01"	"68.489998"	"68.559998"	"67.639999"	"67.760002"	"13337000"	"67.760002"	"-"	"-1.06584321991"
"2016-11-03"	"2016-10-31"	"68.860001"	"69.190002"	"68.220001"	"68.379997"	"10260800"	"68.379997"	"-"	"-0.697072310528"
"2016-11-02"	"2016-10-30"	"68.650002"	"68.849998"	"68.010002"	"68.68"	"12449800"	"68.68"	"+"	"0.0436970125653"
"2016-11-01"	"2016-10-29"	"69.480003"	"69.779999"	"68.330002"	"68.970001"	"15564500"	"68.970001"	"-"	"-0.734027026452"
"2016-10-31"	"2016-10-28"	"69.43"	"69.580002"	"69.230003"	"69.260002"	"14336300"	"69.260002"	"-"	"-0.244848048394"
"2016-10-28"	"2016-10-25"	"69.529999"	"69.550003"	"68.470001"	"69.110001"	"12766500"	"69.110001"	"-"	"-0.604052935482"
"2016-10-27"	"2016-10-24"	"69.489998"	"69.769997"	"69.099998"	"69.230003"	"14210700"	"69.230003"	"-"	"-0.374147370101"
"2016-10-26"	"2016-10-23"	"68.370003"	"69.25"	"68.370003"	"69.129997"	"9801300"	"69.129997"	"+"	"1.11158982983"
"2016-10-25"	"2016-10-22"	"68.879997"	"68.93"	"68.379997"	"68.800003"	"9945100"	"68.800003"	"-"	"-0.11613531284"
"2016-10-24"	"2016-10-21"	"68.970001"	"69.050003"	"68.50"	"68.870003"	"10197100"	"68.870003"	"-"	"-0.144987673699"
"2016-10-21"	"2016-10-18"	"67.809998"	"68.529999"	"67.699997"	"68.489998"	"12175700"	"68.489998"	"+"	"1.00280197619"
"2016-10-20"	"2016-10-17"	"68.080002"	"68.68"	"67.940002"	"68.260002"	"14122000"	"68.260002"	"+"	"0.264394821845"
"2016-10-19"	"2016-10-16"	"67.809998"	"68.50"	"67.809998"	"68.349998"	"12705800"	"68.349998"	"+"	"0.7963427458"
"2016-10-18"	"2016-10-15"	"67.849998"	"68.209999"	"67.540001"	"67.699997"	"11870300"	"67.699997"	"-"	"-0.221077383083"
"2016-10-17"	"2016-10-14"	"67.419998"	"67.790001"	"66.739998"	"67.169998"	"14963400"	"67.169998"	"-"	"-0.37080985971"
"2016-10-14"	"2016-10-11"	"68.800003"	"69.029999"	"67.300003"	"67.519997"	"24163800"	"67.519997"	"-"	"-1.86047375608"
"2016-10-13"	"2016-10-10"	"67.459999"	"67.870003"	"66.82"	"67.739998"	"17890000"	"67.739998"	"+"	"0.415059300549"
"2016-10-12"	"2016-10-09"	"68.260002"	"68.589996"	"68.050003"	"68.129997"	"11899800"	"68.129997"	"-"	"-0.190455605319"
"2016-10-11"	"2016-10-08"	"68.50"	"68.82"	"67.93"	"68.309998"	"15657100"	"68.309998"	"-"	"-0.277375182482"
"2016-10-10"	"2016-10-07"	"68.339996"	"69.059998"	"68.230003"	"68.639999"	"13027500"	"68.639999"	"+"	"0.438985978284"
"2016-10-07"	"2016-10-04"	"67.790001"	"68.18"	"67.400002"	"68.110001"	"18497000"	"68.110001"	"+"	"0.472046017524"
"2016-10-06"	"2016-10-03"	"67.730003"	"67.970001"	"67.050003"	"67.870003"	"17485000"	"67.870003"	"+"	"0.206703076626"
"2016-10-05"	"2016-10-02"	"66.889999"	"68.07"	"66.800003"	"67.690002"	"16280000"	"67.690002"	"+"	"1.19599792489"
"2016-10-04"	"2016-10-01"	"66.209999"	"67.18"	"66.099998"	"66.599998"	"17226900"	"66.599998"	"+"	"0.58903338754"
"2016-10-03"	"2016-09-30"	"66.349998"	"66.919998"	"66.260002"	"66.510002"	"14901700"	"66.030004"	"+"	"0.241151476749"
"2016-09-30"	"2016-09-27"	"66.080002"	"67.059998"	"66.080002"	"66.589996"	"21680100"	"66.109421"	"+"	"0.771782664292"
"2016-09-29"	"2016-09-26"	"66.699997"	"67.209999"	"65.349998"	"65.650002"	"18727200"	"65.17621"	"-"	"-1.57420546811"
"2016-09-28"	"2016-09-25"	"66.580002"	"66.769997"	"65.989998"	"66.709999"	"11278000"	"66.228558"	"+"	"0.195249318256"
"2016-09-27"	"2016-09-24"	"65.410004"	"66.410004"	"65.110001"	"66.360001"	"13711400"	"65.881085"	"+"	"1.45237263707"
"2016-09-26"	"2016-09-23"	"66.599998"	"66.800003"	"65.540001"	"65.779999"	"16408100"	"65.305269"	"-"	"-1.2312297667"
"2016-09-23"	"2016-09-20"	"67.389999"	"67.900002"	"67.18"	"67.25"	"13967400"	"66.764661"	"-"	"-0.207744475556"
"2016-09-22"	"2016-09-19"	"66.989998"	"67.419998"	"66.839996"	"67.389999"	"12781700"	"66.90365"	"+"	"0.597105555967"
"2016-09-21"	"2016-09-18"	"66.839996"	"67.129997"	"66.309998"	"66.839996"	"14116800"	"66.357617"	"="	"0.0"
"2016-09-20"	"2016-09-17"	"66.75"	"66.849998"	"66.239998"	"66.459999"	"10092200"	"65.980362"	"-"	"-0.434458426966"
"2016-09-19"	"2016-09-16"	"66.150002"	"66.639999"	"65.849998"	"66.190002"	"13466900"	"65.712314"	"+"	"0.060468630069"
"2016-09-16"	"2016-09-13"	"66.089996"	"66.260002"	"65.440002"	"65.82"	"25161500"	"65.344981"	"-"	"-0.408527789894"
"2016-09-15"	"2016-09-12"	"66.290001"	"66.93"	"66.089996"	"66.639999"	"12531300"	"66.159063"	"+"	"0.52798007953"
"2016-09-14"	"2016-09-11"	"66.269997"	"67.25"	"66.209999"	"66.400002"	"12648600"	"65.920797"	"+"	"0.196174748582"
"2016-09-13"	"2016-09-10"	"66.110001"	"66.860001"	"65.82"	"66.529999"	"18876100"	"66.049856"	"+"	"0.635301760168"
"2016-09-12"	"2016-09-09"	"66.139999"	"67.300003"	"65.760002"	"67.059998"	"16453000"	"66.57603"	"+"	"1.3909873207"
"2016-09-09"	"2016-09-06"	"67.029999"	"67.43"	"66.639999"	"66.650002"	"19686900"	"66.168993"	"-"	"-0.566905871504"
"2016-09-08"	"2016-09-05"	"67.220001"	"67.68"	"67.00"	"67.25"	"12253000"	"66.764661"	"+"	"0.044628086215"
"2016-09-07"	"2016-09-04"	"67.160004"	"67.589996"	"66.959999"	"67.160004"	"10070400"	"66.675315"	"="	"0.0"
