"Date"	"Tweet Prediction Date"	"Open"	"High"	"Low"	"Close"	"Volume"	"Adj Close"	"+/-"	"% change"
"2016-12-27"	"2016-12-24"	"69.300003"	"69.82"	"69.25"	"69.699997"	"4428000"	"69.699997"	"+"	"0.577191894205"
"2016-12-23"	"2016-12-20"	"69.43"	"69.75"	"69.360001"	"69.540001"	"4795400"	"69.540001"	"+"	"0.158434394354"
"2016-12-22"	"2016-12-19"	"71.239998"	"71.239998"	"69.209999"	"69.589996"	"12106800"	"69.589996"	"-"	"-2.31611741483"
"2016-12-21"	"2016-12-18"	"71.660004"	"72.00"	"71.239998"	"71.239998"	"5101000"	"71.239998"	"-"	"-0.58610937281"
"2016-12-20"	"2016-12-17"	"71.730003"	"71.93"	"71.510002"	"71.82"	"6108100"	"71.82"	"+"	"0.125466326831"
"2016-12-19"	"2016-12-16"	"70.839996"	"71.75"	"70.839996"	"71.580002"	"5889300"	"71.580002"	"+"	"1.04461609512"
"2016-12-16"	"2016-12-13"	"71.07"	"71.639999"	"70.599998"	"70.980003"	"17844800"	"70.980003"	"-"	"-0.12663149008"
"2016-12-15"	"2016-12-12"	"71.220001"	"71.800003"	"71.029999"	"71.080002"	"7136300"	"71.080002"	"-"	"-0.196572589208"
"2016-12-14"	"2016-12-11"	"71.900002"	"72.480003"	"71.18"	"71.339996"	"8669400"	"71.339996"	"-"	"-0.778867850379"
"2016-12-13"	"2016-12-10"	"71.669998"	"72.230003"	"71.610001"	"71.800003"	"8887500"	"71.800003"	"+"	"0.181393893718"
"2016-12-12"	"2016-12-09"	"70.07"	"71.779999"	"70.019997"	"71.669998"	"9084100"	"71.669998"	"+"	"2.28342800057"
"2016-12-09"	"2016-12-06"	"70.269997"	"70.43"	"69.739998"	"70.080002"	"10756700"	"70.080002"	"-"	"-0.270378551461"
"2016-12-08"	"2016-12-05"	"70.480003"	"70.900002"	"70.32"	"70.339996"	"6844200"	"70.339996"	"-"	"-0.198647834904"
"2016-12-07"	"2016-12-04"	"69.93"	"70.650002"	"69.900002"	"70.599998"	"6966200"	"70.599998"	"+"	"0.958098098098"
"2016-12-06"	"2016-12-03"	"70.010002"	"70.389999"	"69.50"	"70.360001"	"7778000"	"69.860001"	"+"	"0.499927138982"
"2016-12-05"	"2016-12-02"	"70.900002"	"70.989998"	"69.809998"	"69.940002"	"10527900"	"69.442988"	"-"	"-1.35401970793"
"2016-12-02"	"2016-11-29"	"70.580002"	"70.949997"	"70.449997"	"70.879997"	"6674200"	"70.376302"	"+"	"0.425042492915"
"2016-12-01"	"2016-11-28"	"70.25"	"70.730003"	"70.050003"	"70.669998"	"6849800"	"70.167796"	"+"	"0.597861921708"
"2016-11-30"	"2016-11-27"	"70.919998"	"71.160004"	"70.169998"	"70.43"	"9326100"	"69.929503"	"-"	"-0.690916545147"
"2016-11-29"	"2016-11-26"	"71.379997"	"71.790001"	"71.199997"	"71.370003"	"7310100"	"70.862826"	"-"	"-0.0140011213506"
"2016-11-28"	"2016-11-25"	"70.93"	"71.519997"	"70.800003"	"71.190002"	"7099200"	"70.684105"	"+"	"0.366561398562"
"2016-11-25"	"2016-11-22"	"71.110001"	"71.650002"	"70.980003"	"71.230003"	"4234400"	"70.723821"	"+"	"0.168755446931"
