"Date"	"Tweet Prediction Date"	"Open"	"High"	"Low"	"Close"	"Volume"	"Ex-Dividend"	"Split Ratio"	"Adj. Open"	"Adj. High"	"Adj. Low"	"Adj. Close"
"2017-02-14"	"2017-02-11"	"839.77"	"842.0"	"835.83"	"840.03"	"1363345.0"	"0.0"	"1.0"	"839.77"	"842.0"	"835.83"	"840.03"
"2017-02-15"	"2017-02-12"	"838.81"	"841.7725"	"836.22"	"837.32"	"1357185.0"	"0.0"	"1.0"	"838.81"	"841.7725"	"836.22"	"837.32"
"2017-02-16"	"2017-02-13"	"838.5"	"842.69"	"837.26"	"842.17"	"1005084.0"	"0.0"	"1.0"	"838.5"	"842.69"	"837.26"	"842.17"
"2017-02-17"	"2017-02-14"	"841.31"	"846.94"	"839.78"	"846.55"	"1461210.0"	"0.0"	"1.0"	"841.31"	"846.94"	"839.78"	"846.55"
"2017-02-21"	"2017-02-18"	"847.99"	"852.2"	"846.55"	"849.27"	"1261062.0"	"0.0"	"1.0"	"847.99"	"852.2"	"846.55"	"849.27"
"2017-02-22"	"2017-02-19"	"848.0"	"853.79"	"846.7101"	"851.36"	"1224889.0"	"0.0"	"1.0"	"848.0"	"853.79"	"846.7101"	"851.36"
"2017-02-23"	"2017-02-20"	"851.08"	"852.62"	"842.5"	"851.0"	"1386681.0"	"0.0"	"1.0"	"851.08"	"852.62"	"842.5"	"851.0"
"2017-02-24"	"2017-02-21"	"847.65"	"848.36"	"842.9601"	"847.81"	"1346189.0"	"0.0"	"1.0"	"847.65"	"848.36"	"842.9601"	"847.81"
"2017-02-27"	"2017-02-24"	"844.95"	"850.67"	"843.01"	"849.67"	"1010333.0"	"0.0"	"1.0"	"844.95"	"850.67"	"843.01"	"849.67"
"2017-02-28"	"2017-02-25"	"847.35"	"848.83"	"841.4422"	"844.93"	"1383119.0"	"0.0"	"1.0"	"847.35"	"848.83"	"841.4422"	"844.93"
"2017-03-01"	"2017-02-26"	"851.38"	"858.0"	"849.02"	"856.75"	"1818671.0"	"0.0"	"1.0"	"851.38"	"858.0"	"849.02"	"856.75"
"2017-03-02"	"2017-02-27"	"856.31"	"856.49"	"848.72"	"849.85"	"1250938.0"	"0.0"	"1.0"	"856.31"	"856.49"	"848.72"	"849.85"
"2017-03-03"	"2017-02-28"	"848.94"	"850.82"	"844.705"	"849.08"	"1006612.0"	"0.0"	"1.0"	"848.94"	"850.82"	"844.705"	"849.08"
"2017-03-06"	"2017-03-03"	"846.86"	"848.94"	"841.17"	"847.27"	"1047872.0"	"0.0"	"1.0"	"846.86"	"848.94"	"841.17"	"847.27"
"2017-03-07"	"2017-03-04"	"847.26"	"853.33"	"845.52"	"851.15"	"1038696.0"	"0.0"	"1.0"	"847.26"	"853.33"	"845.52"	"851.15"
"2017-03-08"	"2017-03-05"	"853.12"	"856.93"	"851.25"	"853.64"	"1029834.0"	"0.0"	"1.0"	"853.12"	"856.93"	"851.25"	"853.64"
"2017-03-09"	"2017-03-06"	"853.69"	"860.71"	"852.67"	"857.84"	"1347697.0"	"0.0"	"1.0"	"853.69"	"860.71"	"852.67"	"857.84"
"2017-03-10"	"2017-03-07"	"862.7"	"864.229"	"857.61"	"861.405"	"1336585.0"	"0.0"	"1.0"	"862.7"	"864.229"	"857.61"	"861.405"
"2017-03-13"	"2017-03-10"	"860.83"	"867.13"	"860.82"	"864.58"	"1166605.0"	"0.0"	"1.0"	"860.83"	"867.13"	"860.82"	"864.58"
"2017-03-14"	"2017-03-11"	"863.75"	"867.58"	"860.13"	"865.91"	"1061692.0"	"0.0"	"1.0"	"863.75"	"867.58"	"860.13"	"865.91"
"2017-03-15"	"2017-03-12"	"867.94"	"869.88"	"861.295"	"868.39"	"1332885.0"	"0.0"	"1.0"	"867.94"	"869.88"	"861.295"	"868.39"
"2017-03-16"	"2017-03-13"	"870.53"	"872.71"	"867.52"	"870.0"	"1104452.0"	"0.0"	"1.0"	"870.53"	"872.71"	"867.52"	"870.0"
"2017-03-17"	"2017-03-14"	"873.68"	"874.42"	"868.37"	"872.37"	"1868252.0"	"0.0"	"1.0"	"873.68"	"874.42"	"868.37"	"872.37"
"2017-03-20"	"2017-03-17"	"869.48"	"870.34"	"864.665"	"867.91"	"1542199.0"	"0.0"	"1.0"	"869.48"	"870.34"	"864.665"	"867.91"
"2017-03-21"	"2017-03-18"	"870.06"	"873.47"	"847.687"	"850.14"	"2537978.0"	"0.0"	"1.0"	"870.06"	"873.47"	"847.687"	"850.14"
"2017-03-22"	"2017-03-19"	"849.48"	"855.35"	"847.0"	"849.8"	"1366749.0"	"0.0"	"1.0"	"849.48"	"855.35"	"847.0"	"849.8"
"2017-03-23"	"2017-03-20"	"841.39"	"841.69"	"833.0"	"839.65"	"3287669.0"	"0.0"	"1.0"	"841.39"	"841.69"	"833.0"	"839.65"
"2017-03-24"	"2017-03-21"	"842.0"	"844.0"	"829.1"	"835.14"	"2105682.0"	"0.0"	"1.0"	"842.0"	"844.0"	"829.1"	"835.14"
"2017-03-27"	"2017-03-24"	"828.09"	"841.38"	"824.3"	"838.51"	"1935211.0"	"0.0"	"1.0"	"828.09"	"841.38"	"824.3"	"838.51"
"2017-03-28"	"2017-03-25"	"839.69"	"845.4"	"832.265"	"840.63"	"1519202.0"	"0.0"	"1.0"	"839.69"	"845.4"	"832.265"	"840.63"
"2017-03-29"	"2017-03-26"	"842.75"	"851.585"	"841.38"	"849.87"	"1457347.0"	"0.0"	"1.0"	"842.75"	"851.585"	"841.38"	"849.87"
"2017-03-30"	"2017-03-27"	"851.98"	"852.0"	"846.77"	"849.48"	"949398.0"	"0.0"	"1.0"	"851.98"	"852.0"	"846.77"	"849.48"
"2017-03-31"	"2017-03-28"	"846.83"	"849.56"	"845.2445"	"847.8"	"1440982.0"	"0.0"	"1.0"	"846.83"	"849.56"	"845.2445"	"847.8"
"2017-04-03"	"2017-03-31"	"848.75"	"859.0"	"847.5298"	"856.75"	"1969402.0"	"0.0"	"1.0"	"848.75"	"859.0"	"847.5298"	"856.75"
"2017-04-04"	"2017-04-01"	"848.0"	"853.0"	"847.505"	"852.57"	"1348494.0"	"0.0"	"1.0"	"848.0"	"853.0"	"847.505"	"852.57"
"2017-04-05"	"2017-04-02"	"854.71"	"860.59"	"847.52"	"848.91"	"1855153.0"	"0.0"	"1.0"	"854.71"	"860.59"	"847.52"	"848.91"
"2017-04-06"	"2017-04-03"	"849.5"	"853.59"	"844.0"	"845.095"	"1533564.0"	"0.0"	"1.0"	"849.5"	"853.59"	"844.0"	"845.095"
"2017-04-07"	"2017-04-04"	"845.0"	"845.88"	"837.3"	"842.1"	"1110404.0"	"0.0"	"1.0"	"845.0"	"845.88"	"837.3"	"842.1"
"2017-04-10"	"2017-04-07"	"841.54"	"846.7372"	"840.79"	"841.7"	"1046215.0"	"0.0"	"1.0"	"841.54"	"846.7372"	"840.79"	"841.7"
"2017-04-11"	"2017-04-08"	"841.7"	"844.63"	"834.6"	"839.88"	"974343.0"	"0.0"	"1.0"	"841.7"	"844.63"	"834.6"	"839.88"
"2017-04-12"	"2017-04-09"	"838.46"	"843.72"	"837.59"	"841.46"	"1135775.0"	"0.0"	"1.0"	"838.46"	"843.72"	"837.59"	"841.46"
"2017-04-13"	"2017-04-10"	"841.04"	"843.73"	"837.8503"	"840.18"	"1073650.0"	"0.0"	"1.0"	"841.04"	"843.73"	"837.8503"	"840.18"
"2017-04-17"	"2017-04-14"	"841.38"	"855.64"	"841.03"	"855.13"	"1049125.0"	"0.0"	"1.0"	"841.38"	"855.64"	"841.03"	"855.13"
"2017-04-18"	"2017-04-15"	"852.54"	"857.39"	"851.25"	"853.99"	"936201.0"	"0.0"	"1.0"	"852.54"	"857.39"	"851.25"	"853.99"
"2017-04-19"	"2017-04-16"	"857.385"	"860.2"	"853.5275"	"856.51"	"1080336.0"	"0.0"	"1.0"	"857.385"	"860.2"	"853.5275"	"856.51"
"2017-04-20"	"2017-04-17"	"859.74"	"863.93"	"857.5"	"860.08"	"1188843.0"	"0.0"	"1.0"	"859.74"	"863.93"	"857.5"	"860.08"
"2017-04-21"	"2017-04-18"	"860.62"	"862.44"	"857.73"	"858.95"	"1172870.0"	"0.0"	"1.0"	"860.62"	"862.44"	"857.73"	"858.95"
"2017-04-24"	"2017-04-21"	"868.44"	"879.96"	"866.11"	"878.93"	"1691896.0"	"0.0"	"1.0"	"868.44"	"879.96"	"866.11"	"878.93"
"2017-04-25"	"2017-04-22"	"882.26"	"892.25"	"879.2801"	"888.84"	"2020460.0"	"0.0"	"1.0"	"882.26"	"892.25"	"879.2801"	"888.84"
"2017-04-26"	"2017-04-23"	"891.39"	"892.99"	"885.15"	"889.14"	"1302032.0"	"0.0"	"1.0"	"891.39"	"892.99"	"885.15"	"889.14"
"2017-04-27"	"2017-04-24"	"890.0"	"893.3774"	"887.18"	"891.44"	"1817740.0"	"0.0"	"1.0"	"890.0"	"893.3774"	"887.18"	"891.44"
"2017-04-28"	"2017-04-25"	"929.0"	"935.9"	"923.22"	"924.52"	"3753169.0"	"0.0"	"1.0"	"929.0"	"935.9"	"923.22"	"924.52"
"2017-05-01"	"2017-04-28"	"924.15"	"935.82"	"920.8"	"932.82"	"2294856.0"	"0.0"	"1.0"	"924.15"	"935.82"	"920.8"	"932.82"
"2017-05-02"	"2017-04-29"	"933.27"	"942.985"	"931.0"	"937.09"	"1745453.0"	"0.0"	"1.0"	"933.27"	"942.985"	"931.0"	"937.09"
"2017-05-03"	"2017-04-30"	"936.05"	"950.2"	"935.21"	"948.45"	"1792847.0"	"0.0"	"1.0"	"936.05"	"950.2"	"935.21"	"948.45"
"2017-05-04"	"2017-05-01"	"950.29"	"959.14"	"947.37"	"954.72"	"1934652.0"	"0.0"	"1.0"	"950.29"	"959.14"	"947.37"	"954.72"
"2017-05-05"	"2017-05-02"	"956.72"	"958.4395"	"948.0986"	"950.28"	"1593898.0"	"0.0"	"1.0"	"956.72"	"958.4395"	"948.0986"	"950.28"
"2017-05-08"	"2017-05-05"	"947.45"	"960.99"	"947.395"	"958.69"	"1863198.0"	"0.0"	"1.0"	"947.45"	"960.99"	"947.395"	"958.69"
"2017-05-09"	"2017-05-06"	"961.33"	"962.2"	"954.4"	"956.71"	"1633396.0"	"0.0"	"1.0"	"961.33"	"962.2"	"954.4"	"956.71"
"2017-05-10"	"2017-05-07"	"956.22"	"956.71"	"949.84"	"954.84"	"1135809.0"	"0.0"	"1.0"	"956.22"	"956.71"	"949.84"	"954.84"
"2017-05-11"	"2017-05-08"	"951.29"	"957.99"	"948.61"	"955.89"	"1016797.0"	"0.0"	"1.0"	"951.29"	"957.99"	"948.61"	"955.89"
"2017-05-12"	"2017-05-09"	"957.85"	"957.98"	"952.06"	"955.14"	"1204133.0"	"0.0"	"1.0"	"957.85"	"957.98"	"952.06"	"955.14"
"2017-05-15"	"2017-05-12"	"955.29"	"962.7"	"952.82"	"959.22"	"1314574.0"	"0.0"	"1.0"	"955.29"	"962.7"	"952.82"	"959.22"
"2017-05-16"	"2017-05-13"	"963.55"	"965.8955"	"960.35"	"964.61"	"1069898.0"	"0.0"	"1.0"	"963.55"	"965.8955"	"960.35"	"964.61"
"2017-05-17"	"2017-05-14"	"959.7"	"960.99"	"940.06"	"942.17"	"2414323.0"	"0.0"	"1.0"	"959.7"	"960.99"	"940.06"	"942.17"
"2017-05-18"	"2017-05-15"	"943.2"	"954.18"	"941.27"	"950.5"	"1758452.0"	"0.0"	"1.0"	"943.2"	"954.18"	"941.27"	"950.5"
"2017-05-19"	"2017-05-16"	"952.82"	"959.56"	"952.0"	"954.65"	"1327354.0"	"0.0"	"1.0"	"952.82"	"959.56"	"952.0"	"954.65"
"2017-05-22"	"2017-05-19"	"957.0"	"964.82"	"956.56"	"964.07"	"1305246.0"	"0.0"	"1.0"	"957.0"	"964.82"	"956.56"	"964.07"
"2017-05-23"	"2017-05-20"	"969.96"	"974.51"	"964.5"	"970.55"	"1529617.0"	"0.0"	"1.0"	"969.96"	"974.51"	"964.5"	"970.55"
"2017-05-24"	"2017-05-21"	"975.26"	"978.115"	"971.6299"	"977.61"	"1128880.0"	"0.0"	"1.0"	"975.26"	"978.115"	"971.6299"	"977.61"
"2017-05-25"	"2017-05-22"	"979.0"	"995.78"	"977.82"	"991.86"	"1951402.0"	"0.0"	"1.0"	"979.0"	"995.78"	"977.82"	"991.86"
"2017-05-26"	"2017-05-23"	"992.0"	"996.39"	"987.36"	"993.27"	"1622807.0"	"0.0"	"1.0"	"992.0"	"996.39"	"987.36"	"993.27"
"2017-05-30"	"2017-05-27"	"992.5"	"997.62"	"991.3601"	"996.17"	"1511472.0"	"0.0"	"1.0"	"992.5"	"997.62"	"991.3601"	"996.17"
"2017-05-31"	"2017-05-28"	"996.21"	"999.6"	"981.68"	"987.09"	"1703990.0"	"0.0"	"1.0"	"996.21"	"999.6"	"981.68"	"987.09"
"2017-06-01"	"2017-05-29"	"990.96"	"993.14"	"981.29"	"988.29"	"1295552.0"	"0.0"	"1.0"	"990.96"	"993.14"	"981.29"	"988.29"
"2017-06-02"	"2017-05-30"	"988.59"	"996.48"	"987.07"	"996.12"	"1719720.0"	"0.0"	"1.0"	"988.59"	"996.48"	"987.07"	"996.12"
"2017-06-05"	"2017-06-02"	"997.89"	"1007.4"	"995.45"	"1003.88"	"1353264.0"	"0.0"	"1.0"	"997.89"	"1007.4"	"995.45"	"1003.88"
"2017-06-06"	"2017-06-03"	"1003.31"	"1008.61"	"994.8"	"996.68"	"1517356.0"	"0.0"	"1.0"	"1003.31"	"1008.61"	"994.8"	"996.68"
"2017-06-07"	"2017-06-04"	"998.82"	"1003.91"	"995.81"	"1001.59"	"1348198.0"	"0.0"	"1.0"	"998.82"	"1003.91"	"995.81"	"1001.59"
"2017-06-08"	"2017-06-05"	"1004.23"	"1005.6"	"996.62"	"1004.28"	"1657881.0"	"0.0"	"1.0"	"1004.23"	"1005.6"	"996.62"	"1004.28"
"2017-06-09"	"2017-06-06"	"1005.49"	"1005.5"	"953.37"	"970.12"	"3613964.0"	"0.0"	"1.0"	"1005.49"	"1005.5"	"953.37"	"970.12"
"2017-06-12"	"2017-06-09"	"958.72"	"968.0"	"936.795"	"961.81"	"4167184.0"	"0.0"	"1.0"	"958.72"	"968.0"	"936.795"	"961.81"
"2017-06-13"	"2017-06-10"	"972.04"	"977.91"	"962.01"	"970.5"	"1992456.0"	"0.0"	"1.0"	"972.04"	"977.91"	"962.01"	"970.5"
"2017-06-14"	"2017-06-11"	"975.5"	"979.7"	"959.5103"	"967.93"	"1489046.0"	"0.0"	"1.0"	"975.5"	"979.7"	"959.5103"	"967.93"
"2017-06-15"	"2017-06-12"	"948.02"	"960.6775"	"940.37"	"960.18"	"2349212.0"	"0.0"	"1.0"	"948.02"	"960.6775"	"940.37"	"960.18"
"2017-06-16"	"2017-06-13"	"957.91"	"959.95"	"948.7"	"958.62"	"2484914.0"	"0.0"	"1.0"	"957.91"	"959.95"	"948.7"	"958.62"
"2017-06-19"	"2017-06-16"	"969.65"	"979.3"	"968.2"	"975.22"	"1449343.0"	"0.0"	"1.0"	"969.65"	"979.3"	"968.2"	"975.22"
"2017-06-20"	"2017-06-17"	"975.31"	"980.79"	"968.2"	"968.99"	"1273013.0"	"0.0"	"1.0"	"975.31"	"980.79"	"968.2"	"968.99"
"2017-06-21"	"2017-06-18"	"970.79"	"979.67"	"969.16"	"978.59"	"1141315.0"	"0.0"	"1.0"	"970.79"	"979.67"	"969.16"	"978.59"
"2017-06-22"	"2017-06-19"	"976.87"	"980.5"	"973.3148"	"976.62"	"940086.0"	"0.0"	"1.0"	"976.87"	"980.5"	"973.3148"	"976.62"
"2017-06-23"	"2017-06-20"	"975.5"	"986.62"	"974.46"	"986.09"	"1439728.0"	"0.0"	"1.0"	"975.5"	"986.62"	"974.46"	"986.09"
"2017-06-26"	"2017-06-23"	"990.0"	"993.99"	"970.33"	"972.09"	"1505655.0"	"0.0"	"1.0"	"990.0"	"993.99"	"970.33"	"972.09"
"2017-06-27"	"2017-06-24"	"961.6"	"967.22"	"947.09"	"948.09"	"2428048.0"	"0.0"	"1.0"	"961.6"	"967.22"	"947.09"	"948.09"
"2017-06-28"	"2017-06-25"	"950.66"	"963.24"	"936.16"	"961.01"	"2713366.0"	"0.0"	"1.0"	"950.66"	"963.24"	"936.16"	"961.01"
"2017-06-29"	"2017-06-26"	"951.35"	"951.66"	"929.6"	"937.82"	"3182331.0"	"0.0"	"1.0"	"951.35"	"951.66"	"929.6"	"937.82"
"2017-06-30"	"2017-06-27"	"943.99"	"944.9995"	"929.61"	"929.68"	"2185444.0"	"0.0"	"1.0"	"943.99"	"944.9995"	"929.61"	"929.68"
"2017-07-03"	"2017-06-30"	"933.22"	"934.24"	"915.31"	"919.46"	"1694587.0"	"0.0"	"1.0"	"933.22"	"934.24"	"915.31"	"919.46"
"2017-07-05"	"2017-07-02"	"924.2"	"936.29"	"918.6305"	"932.26"	"2054927.0"	"0.0"	"1.0"	"924.2"	"936.29"	"918.6305"	"932.26"
"2017-07-06"	"2017-07-03"	"925.0"	"936.14"	"919.85"	"927.69"	"1941822.0"	"0.0"	"1.0"	"925.0"	"936.14"	"919.85"	"927.69"
"2017-07-07"	"2017-07-04"	"930.985"	"944.66"	"929.79"	"940.81"	"1614080.0"	"0.0"	"1.0"	"930.985"	"944.66"	"929.79"	"940.81"
"2017-07-10"	"2017-07-07"	"941.95"	"953.13"	"941.95"	"951.0"	"1409850.0"	"0.0"	"1.0"	"941.95"	"953.13"	"941.95"	"951.0"
"2017-07-11"	"2017-07-08"	"950.52"	"954.89"	"945.12"	"953.53"	"1444540.0"	"0.0"	"1.0"	"950.52"	"954.89"	"945.12"	"953.53"
"2017-07-12"	"2017-07-09"	"960.86"	"969.63"	"957.04"	"967.66"	"1589548.0"	"0.0"	"1.0"	"960.86"	"969.63"	"957.04"	"967.66"
"2017-07-13"	"2017-07-10"	"970.8"	"978.7"	"964.8"	"968.7175"	"1519987.0"	"0.0"	"1.0"	"970.8"	"978.7"	"964.8"	"968.7175"
"2017-07-14"	"2017-07-11"	"974.0"	"977.54"	"970.15"	"976.91"	"1048240.0"	"0.0"	"1.0"	"974.0"	"977.54"	"970.15"	"976.91"
"2017-07-17"	"2017-07-14"	"976.32"	"983.35"	"970.8"	"975.96"	"1644618.0"	"0.0"	"1.0"	"976.32"	"983.35"	"970.8"	"975.96"
"2017-07-18"	"2017-07-15"	"973.36"	"990.85"	"972.04"	"986.95"	"1398920.0"	"0.0"	"1.0"	"973.36"	"990.85"	"972.04"	"986.95"
"2017-07-19"	"2017-07-16"	"990.01"	"995.6"	"987.01"	"992.77"	"1392709.0"	"0.0"	"1.0"	"990.01"	"995.6"	"987.01"	"992.77"
"2017-07-20"	"2017-07-17"	"997.0"	"998.68"	"984.62"	"992.19"	"1410290.0"	"0.0"	"1.0"	"997.0"	"998.68"	"984.62"	"992.19"
"2017-07-21"	"2017-07-18"	"989.0"	"995.11"	"984.17"	"993.84"	"1412108.0"	"0.0"	"1.0"	"989.0"	"995.11"	"984.17"	"993.84"
