"Date"	"Tweet Prediction Date"	"Open"	"High"	"Low"	"Close"	"Volume"	"Ex-Dividend"	"Split Ratio"	"Adj. Open"	"Adj. High"	"Adj. Low"	"Adj. Close"
"2016-12-28"	"2016-12-25"	"813.33"	"813.33"	"802.44"	"804.57"	"1214756.0"	"0.0"	"1.0"	"813.33"	"813.33"	"802.44"	"804.57"
"2016-12-29"	"2016-12-26"	"802.33"	"805.75"	"798.144"	"802.88"	"1057392.0"	"0.0"	"1.0"	"802.33"	"805.75"	"798.144"	"802.88"
"2016-12-30"	"2016-12-27"	"803.21"	"803.285"	"789.62"	"792.45"	"1735879.0"	"0.0"	"1.0"	"803.21"	"803.285"	"789.62"	"792.45"
"2017-01-03"	"2016-12-31"	"800.62"	"811.435"	"796.89"	"808.01"	"1959033.0"	"0.0"	"1.0"	"800.62"	"811.435"	"796.89"	"808.01"
"2017-01-04"	"2017-01-01"	"809.89"	"813.43"	"804.11"	"807.77"	"1515339.0"	"0.0"	"1.0"	"809.89"	"813.43"	"804.11"	"807.77"
"2017-01-05"	"2017-01-02"	"807.5"	"813.74"	"805.92"	"813.02"	"1340535.0"	"0.0"	"1.0"	"807.5"	"813.74"	"805.92"	"813.02"
"2017-01-06"	"2017-01-03"	"814.99"	"828.96"	"811.5"	"825.21"	"2017097.0"	"0.0"	"1.0"	"814.99"	"828.96"	"811.5"	"825.21"
"2017-01-09"	"2017-01-06"	"826.37"	"830.43"	"821.62"	"827.18"	"1408924.0"	"0.0"	"1.0"	"826.37"	"830.43"	"821.62"	"827.18"
"2017-01-10"	"2017-01-07"	"827.07"	"829.41"	"823.14"	"826.01"	"1197442.0"	"0.0"	"1.0"	"827.07"	"829.41"	"823.14"	"826.01"
"2017-01-11"	"2017-01-08"	"826.62"	"829.9"	"821.47"	"829.86"	"1325394.0"	"0.0"	"1.0"	"826.62"	"829.9"	"821.47"	"829.86"
"2017-01-12"	"2017-01-09"	"828.38"	"830.38"	"821.01"	"829.53"	"1350308.0"	"0.0"	"1.0"	"828.38"	"830.38"	"821.01"	"829.53"
"2017-01-13"	"2017-01-10"	"831.0"	"834.65"	"829.52"	"830.94"	"1290182.0"	"0.0"	"1.0"	"831.0"	"834.65"	"829.52"	"830.94"
"2017-01-17"	"2017-01-14"	"830.0"	"830.18"	"823.2001"	"827.46"	"1440905.0"	"0.0"	"1.0"	"830.0"	"830.18"	"823.2001"	"827.46"
"2017-01-18"	"2017-01-15"	"829.8"	"829.81"	"824.08"	"829.02"	"1027698.0"	"0.0"	"1.0"	"829.8"	"829.81"	"824.08"	"829.02"
"2017-01-19"	"2017-01-16"	"829.0"	"832.9999"	"823.96"	"824.37"	"1070454.0"	"0.0"	"1.0"	"829.0"	"832.9999"	"823.96"	"824.37"
"2017-01-20"	"2017-01-17"	"829.09"	"829.24"	"824.6"	"828.17"	"1306183.0"	"0.0"	"1.0"	"829.09"	"829.24"	"824.6"	"828.17"
"2017-01-23"	"2017-01-20"	"831.61"	"845.5428"	"828.7"	"844.43"	"2457377.0"	"0.0"	"1.0"	"831.61"	"845.5428"	"828.7"	"844.43"
"2017-01-24"	"2017-01-21"	"846.98"	"851.52"	"842.28"	"849.53"	"1688375.0"	"0.0"	"1.0"	"846.98"	"851.52"	"842.28"	"849.53"
"2017-01-25"	"2017-01-22"	"853.55"	"858.7936"	"849.74"	"858.45"	"1662148.0"	"0.0"	"1.0"	"853.55"	"858.7936"	"849.74"	"858.45"
"2017-01-26"	"2017-01-23"	"859.05"	"861.0"	"850.5201"	"856.98"	"3493251.0"	"0.0"	"1.0"	"859.05"	"861.0"	"850.5201"	"856.98"
"2017-01-27"	"2017-01-24"	"859.0"	"867.0"	"841.9"	"845.03"	"3752497.0"	"0.0"	"1.0"	"859.0"	"867.0"	"841.9"	"845.03"
"2017-01-30"	"2017-01-27"	"837.06"	"837.23"	"821.03"	"823.83"	"3516933.0"	"0.0"	"1.0"	"837.06"	"837.23"	"821.03"	"823.83"
"2017-01-31"	"2017-01-28"	"819.5"	"823.07"	"813.4"	"820.19"	"2020180.0"	"0.0"	"1.0"	"819.5"	"823.07"	"813.4"	"820.19"
"2017-02-01"	"2017-01-29"	"824.0"	"824.0"	"812.25"	"815.24"	"2251047.0"	"0.0"	"1.0"	"824.0"	"824.0"	"812.25"	"815.24"
"2017-02-02"	"2017-01-30"	"815.0"	"824.56"	"812.051"	"818.26"	"1689179.0"	"0.0"	"1.0"	"815.0"	"824.56"	"812.051"	"818.26"
"2017-02-03"	"2017-01-31"	"823.13"	"826.13"	"819.35"	"820.13"	"1528095.0"	"0.0"	"1.0"	"823.13"	"826.13"	"819.35"	"820.13"
"2017-02-06"	"2017-02-03"	"820.92"	"822.39"	"814.29"	"821.62"	"1350875.0"	"0.0"	"1.0"	"820.92"	"822.39"	"814.29"	"821.62"
"2017-02-07"	"2017-02-04"	"825.5"	"831.92"	"823.2926"	"829.23"	"1666605.0"	"0.0"	"1.0"	"825.5"	"831.92"	"823.2926"	"829.23"
"2017-02-08"	"2017-02-05"	"830.53"	"834.25"	"825.11"	"829.88"	"1302225.0"	"0.0"	"1.0"	"830.53"	"834.25"	"825.11"	"829.88"
"2017-02-09"	"2017-02-06"	"831.73"	"831.98"	"826.5"	"830.06"	"1194238.0"	"0.0"	"1.0"	"831.73"	"831.98"	"826.5"	"830.06"
"2017-02-10"	"2017-02-07"	"832.95"	"837.15"	"830.51"	"834.85"	"1415128.0"	"0.0"	"1.0"	"832.95"	"837.15"	"830.51"	"834.85"
"2017-02-13"	"2017-02-10"	"837.7"	"841.735"	"836.246"	"838.96"	"1295708.0"	"0.0"	"1.0"	"837.7"	"841.735"	"836.246"	"838.96"
