"Date"	"Tweet Prediction Date"	"Open"	"High"	"Low"	"Close"	"Volume"	"Adj Close"	"+/-"	"% change"
"2017-02-14"	"2017-02-11"	"88.00"	"88.220001"	"87.230003"	"87.860001"	"17199500"	"87.860001"	"-"	"-0.159089772727"
"2017-02-13"	"2017-02-10"	"88.040001"	"88.360001"	"87.639999"	"88.309998"	"6905100"	"88.309998"	"+"	"0.306675371346"
"2017-02-10"	"2017-02-07"	"88.559998"	"88.730003"	"87.970001"	"87.970001"	"11057600"	"87.970001"	"-"	"-0.666211622995"
"2017-02-09"	"2017-02-06"	"88.330002"	"88.779999"	"88.029999"	"88.669998"	"9914100"	"88.669998"	"+"	"0.384915648479"
"2017-02-08"	"2017-02-05"	"88.07"	"88.339996"	"87.809998"	"88.330002"	"6815800"	"88.330002"	"+"	"0.295221982514"
"2017-02-07"	"2017-02-04"	"87.639999"	"88.279999"	"87.480003"	"88.010002"	"6646100"	"88.010002"	"+"	"0.422185080125"
"2017-02-06"	"2017-02-03"	"87.50"	"87.790001"	"87.129997"	"87.400002"	"7483000"	"87.400002"	"-"	"-0.114283428571"
"2017-02-03"	"2017-01-31"	"88.120003"	"88.169998"	"87.389999"	"87.410004"	"7161900"	"87.410004"	"-"	"-0.805718311199"
"2017-02-02"	"2017-01-30"	"87.610001"	"88.349998"	"87.25"	"87.760002"	"8997200"	"87.760002"	"+"	"0.171214471279"
"2017-02-01"	"2017-01-29"	"87.029999"	"87.589996"	"86.75"	"87.330002"	"8291000"	"87.330002"	"+"	"0.344712172179"
"2017-01-31"	"2017-01-28"	"86.629997"	"87.660004"	"86.529999"	"87.599998"	"9712400"	"87.599998"	"+"	"1.11970568347"
"2017-01-30"	"2017-01-27"	"86.779999"	"86.860001"	"86.50"	"86.75"	"7350000"	"86.75"	"-"	"-0.0345690255194"
"2017-01-27"	"2017-01-24"	"86.449997"	"86.849998"	"86.019997"	"86.720001"	"9332300"	"86.720001"	"+"	"0.312323897478"
"2017-01-26"	"2017-01-23"	"87.120003"	"87.230003"	"86.589996"	"86.599998"	"6542300"	"86.599998"	"-"	"-0.596883588262"
"2017-01-25"	"2017-01-22"	"87.839996"	"87.900002"	"87.059998"	"87.160004"	"8082900"	"87.160004"	"-"	"-0.774125718312"
"2017-01-24"	"2017-01-21"	"87.220001"	"87.949997"	"87.220001"	"87.860001"	"8704700"	"87.860001"	"+"	"0.733776648317"
"2017-01-23"	"2017-01-20"	"87.089996"	"87.349998"	"86.849998"	"86.959999"	"9408900"	"86.959999"	"-"	"-0.149267431359"
"2017-01-20"	"2017-01-17"	"86.889999"	"87.980003"	"86.419998"	"87.449997"	"22944400"	"87.449997"	"+"	"0.64449074283"
"2017-01-19"	"2017-01-16"	"84.629997"	"85.00"	"84.279999"	"84.699997"	"14074500"	"84.699997"	"+"	"0.0827129888708"
"2017-01-18"	"2017-01-15"	"84.800003"	"85.300003"	"84.589996"	"84.93"	"10520400"	"84.93"	"+"	"0.153298343633"
"2017-01-17"	"2017-01-14"	"83.900002"	"85.580002"	"83.879997"	"85.209999"	"13145100"	"84.539999"	"+"	"1.56137898543"
"2017-01-13"	"2017-01-10"	"83.849998"	"84.019997"	"83.440002"	"84.010002"	"6762800"	"83.349438"	"+"	"0.190821709978"
"2017-01-12"	"2017-01-09"	"83.709999"	"83.879997"	"83.370003"	"83.839996"	"6545400"	"83.180769"	"+"	"0.155294470855"
"2017-01-11"	"2017-01-08"	"83.389999"	"83.75"	"83.279999"	"83.75"	"9572300"	"83.09148"	"+"	"0.431707643983"
"2017-01-10"	"2017-01-07"	"84.339996"	"84.43"	"83.239998"	"83.489998"	"10918200"	"82.833522"	"-"	"-1.00782314479"
"2017-01-09"	"2017-01-06"	"84.059998"	"84.660004"	"83.75"	"84.400002"	"10981100"	"83.736371"	"+"	"0.404477763609"
"2017-01-06"	"2017-01-03"	"84.940002"	"85.25"	"84.620003"	"85.029999"	"4799900"	"84.361414"	"+"	"0.105953611821"
"2017-01-05"	"2017-01-02"	"84.410004"	"85.43"	"84.379997"	"85.059998"	"6852400"	"84.391177"	"+"	"0.770043797178"
"2017-01-04"	"2017-01-01"	"84.449997"	"84.599998"	"84.239998"	"84.50"	"8096700"	"83.835583"	"+"	"0.0592101856439"
"2017-01-03"	"2016-12-31"	"83.879997"	"84.389999"	"83.50"	"84.199997"	"8792700"	"83.537939"	"+"	"0.38149739085"
"2016-12-30"	"2016-12-27"	"84.169998"	"84.449997"	"83.919998"	"84.080002"	"6209800"	"83.418887"	"-"	"-0.106921708612"
"2016-12-29"	"2016-12-26"	"84.239998"	"84.489998"	"84.099998"	"84.349998"	"3718300"	"83.686761"	"+"	"0.130579300346"
"2016-12-28"	"2016-12-25"	"84.400002"	"84.629997"	"83.949997"	"84.07"	"4298800"	"83.408964"	"-"	"-0.390997621066"
"2016-12-27"	"2016-12-24"	"84.900002"	"84.940002"	"84.419998"	"84.599998"	"3782600"	"83.934795"	"-"	"-0.35336159356"
"2016-12-23"	"2016-12-20"	"84.68"	"85.18"	"84.550003"	"84.959999"	"5284200"	"84.291965"	"+"	"0.330655408597"
"2016-12-22"	"2016-12-19"	"84.00"	"84.610001"	"83.870003"	"84.470001"	"7864800"	"83.80582"	"+"	"0.559525"
"2016-12-21"	"2016-12-18"	"84.190002"	"84.730003"	"84.120003"	"84.279999"	"6099300"	"83.617311"	"+"	"0.106897491225"
"2016-12-20"	"2016-12-17"	"84.57"	"84.709999"	"84.190002"	"84.57"	"7485400"	"83.905032"	"="	"0.0"
"2016-12-19"	"2016-12-16"	"84.75"	"84.980003"	"84.32"	"84.709999"	"6431200"	"84.043931"	"-"	"-0.047198820059"
"2016-12-16"	"2016-12-13"	"84.900002"	"85.120003"	"84.150002"	"84.68"	"21172400"	"84.014168"	"-"	"-0.259130735945"
"2016-12-15"	"2016-12-12"	"84.150002"	"84.800003"	"83.610001"	"84.68"	"8768100"	"84.014168"	"+"	"0.629825296974"
"2016-12-14"	"2016-12-11"	"85.290001"	"85.739998"	"84.169998"	"84.370003"	"12292200"	"83.706608"	"-"	"-1.07867040592"
"2016-12-13"	"2016-12-10"	"84.669998"	"85.360001"	"84.529999"	"85.18"	"11795900"	"84.510236"	"+"	"0.60234086695"
"2016-12-12"	"2016-12-09"	"84.209999"	"85.18"	"84.209999"	"85.129997"	"7494100"	"84.460626"	"+"	"1.09250446613"
"2016-12-09"	"2016-12-06"	"83.519997"	"84.400002"	"83.470001"	"84.370003"	"8004500"	"83.706608"	"+"	"1.01772752698"
"2016-12-08"	"2016-12-05"	"83.790001"	"84.18"	"83.50"	"83.50"	"7522800"	"82.843446"	"-"	"-0.346104542951"
"2016-12-07"	"2016-12-04"	"82.739998"	"84.279999"	"82.709999"	"84.18"	"8567700"	"83.518099"	"+"	"1.74039404739"
"2016-12-06"	"2016-12-03"	"83.239998"	"83.25"	"82.610001"	"82.910004"	"7327200"	"82.258088"	"-"	"-0.396436818751"
"2016-12-05"	"2016-12-02"	"82.559998"	"83.080002"	"82.480003"	"82.989998"	"8597500"	"82.337454"	"+"	"0.52083334595"
"2016-12-02"	"2016-11-29"	"82.349998"	"82.68"	"82.07"	"82.400002"	"9079400"	"81.752096"	"+"	"0.0607213129501"
"2016-12-01"	"2016-11-28"	"82.209999"	"82.32"	"81.18"	"81.860001"	"12516900"	"81.216342"	"-"	"-0.425736533582"
"2016-11-30"	"2016-11-27"	"82.519997"	"82.830002"	"82.260002"	"82.459999"	"12115500"	"81.811622"	"-"	"-0.0727072251348"
"2016-11-29"	"2016-11-26"	"83.419998"	"83.480003"	"82.690002"	"82.889999"	"6183100"	"82.238241"	"-"	"-0.635338063662"
"2016-11-28"	"2016-11-25"	"83.129997"	"83.360001"	"82.760002"	"83.07"	"6990100"	"82.416826"	"-"	"-0.0721725035068"
"2016-11-25"	"2016-11-22"	"82.989998"	"83.459999"	"82.949997"	"83.459999"	"3882900"	"82.803759"	"+"	"0.566334511781"
"2016-11-23"	"2016-11-20"	"82.589996"	"82.93"	"82.519997"	"82.68"	"7693300"	"82.029894"	"+"	"0.108976878992"
"2016-11-22"	"2016-11-19"	"83.010002"	"83.18"	"82.660004"	"82.760002"	"7426500"	"82.109266"	"-"	"-0.301168526655"
"2016-11-21"	"2016-11-18"	"82.00"	"82.75"	"81.709999"	"82.639999"	"11482100"	"81.990207"	"+"	"0.780486585366"
"2016-11-18"	"2016-11-15"	"82.919998"	"83.099998"	"81.989998"	"82.00"	"14565500"	"81.35524"	"-"	"-1.10950075035"
"2016-11-17"	"2016-11-14"	"83.269997"	"83.50"	"82.93"	"83.07"	"9083700"	"82.416826"	"-"	"-0.240178944644"
"2016-11-16"	"2016-11-13"	"83.980003"	"84.199997"	"83.169998"	"83.190002"	"8542900"	"82.535886"	"-"	"-0.940701323862"
"2016-11-15"	"2016-11-12"	"84.580002"	"84.580002"	"82.879997"	"83.620003"	"9464000"	"82.962505"	"-"	"-1.13501889016"
"2016-11-14"	"2016-11-11"	"83.559998"	"83.779999"	"82.760002"	"83.00"	"12862500"	"82.347377"	"-"	"-0.670174740789"
"2016-11-11"	"2016-11-08"	"82.669998"	"84.059998"	"82.650002"	"83.580002"	"8894700"	"82.922819"	"+"	"1.10076693119"
"2016-11-10"	"2016-11-07"	"85.510002"	"85.699997"	"82.18"	"82.959999"	"22095000"	"82.307691"	"-"	"-2.98211079448"
"2016-11-09"	"2016-11-06"	"85.260002"	"86.540001"	"84.309998"	"85.93"	"11972500"	"85.254339"	"+"	"0.785829209809"
"2016-11-08"	"2016-11-05"	"86.769997"	"87.690002"	"86.589996"	"87.459999"	"7657000"	"86.772308"	"+"	"0.795208048699"
"2016-11-07"	"2016-11-04"	"86.019997"	"86.57"	"85.599998"	"86.559998"	"8878500"	"85.879383"	"+"	"0.627762170231"
"2016-11-04"	"2016-11-01"	"86.690002"	"86.730003"	"85.07"	"85.080002"	"9378100"	"84.411024"	"-"	"-1.85719225154"
"2016-11-03"	"2016-10-31"	"86.800003"	"86.980003"	"86.470001"	"86.599998"	"6899900"	"85.919069"	"-"	"-0.230420498949"
"2016-11-02"	"2016-10-30"	"86.769997"	"87.410004"	"86.559998"	"86.739998"	"7773200"	"86.057968"	"-"	"-0.0345730102999"
"2016-11-01"	"2016-10-29"	"86.580002"	"86.989998"	"86.480003"	"86.849998"	"8564500"	"86.167103"	"+"	"0.311845684642"
"2016-10-31"	"2016-10-28"	"87.010002"	"87.470001"	"86.690002"	"86.800003"	"8207100"	"86.117501"	"-"	"-0.241350413944"
"2016-10-28"	"2016-10-25"	"86.870003"	"87.230003"	"86.449997"	"86.839996"	"7021100"	"86.15718"	"-"	"-0.0345424185147"
"2016-10-27"	"2016-10-24"	"87.510002"	"87.599998"	"86.449997"	"86.580002"	"6598300"	"85.89923"	"-"	"-1.06273566306"
"2016-10-26"	"2016-10-23"	"86.910004"	"87.739998"	"86.779999"	"87.400002"	"8464100"	"86.712782"	"+"	"0.563799306694"
"2016-10-25"	"2016-10-22"	"87.489998"	"88.080002"	"86.970001"	"86.970001"	"20761200"	"86.286163"	"-"	"-0.594350225039"
"2016-10-24"	"2016-10-21"	"84.389999"	"84.699997"	"84.059998"	"84.099998"	"10573200"	"83.438726"	"-"	"-0.34364380073"
"2016-10-21"	"2016-10-18"	"84.410004"	"84.860001"	"84.239998"	"84.330002"	"13974100"	"83.666921"	"-"	"-0.0947778654293"
"2016-10-20"	"2016-10-17"	"85.379997"	"85.519997"	"84.790001"	"84.93"	"10175100"	"84.262202"	"-"	"-0.52705202133"
"2016-10-19"	"2016-10-16"	"86.650002"	"86.82"	"85.440002"	"85.540001"	"12788800"	"84.867406"	"-"	"-1.28101670442"
"2016-10-18"	"2016-10-15"	"88.209999"	"88.269997"	"87.440002"	"87.449997"	"10749500"	"86.097654"	"-"	"-0.861582596776"
"2016-10-17"	"2016-10-14"	"88.43"	"88.650002"	"87.709999"	"87.830002"	"7610600"	"86.471782"	"-"	"-0.678500508877"
"2016-10-14"	"2016-10-11"	"88.50"	"88.959999"	"88.220001"	"88.43"	"7369000"	"87.062502"	"-"	"-0.0790960451977"
"2016-10-13"	"2016-10-10"	"88.050003"	"88.57"	"87.599998"	"88.239998"	"11158100"	"86.875438"	"+"	"0.215780799008"
"2016-10-12"	"2016-10-09"	"88.739998"	"89.010002"	"88.330002"	"88.57"	"17118000"	"87.200337"	"-"	"-0.191568631769"
"2016-10-11"	"2016-10-08"	"88.830002"	"89.120003"	"88.199997"	"88.540001"	"11723100"	"87.170802"	"-"	"-0.326467402309"
"2016-10-10"	"2016-10-07"	"90.190002"	"90.330002"	"88.779999"	"89.059998"	"15492400"	"87.682757"	"-"	"-1.25291492953"
"2016-10-07"	"2016-10-04"	"89.010002"	"90.050003"	"88.300003"	"90.00"	"20518800"	"88.608223"	"+"	"1.11223230845"
"2016-10-06"	"2016-10-03"	"88.610001"	"89.730003"	"88.470001"	"89.220001"	"61462800"	"87.840286"	"+"	"0.688409878248"
"2016-10-05"	"2016-10-02"	"88.480003"	"89.00"	"88.209999"	"88.849998"	"64580300"	"87.476006"	"+"	"0.41816793338"
"2016-10-04"	"2016-10-01"	"88.290001"	"88.68"	"87.949997"	"88.349998"	"23317600"	"86.983738"	"+"	"0.06795446746"
"2016-10-03"	"2016-09-30"	"89.349998"	"89.449997"	"88.410004"	"88.660004"	"26789500"	"87.288949"	"-"	"-0.772237286452"
"2016-09-30"	"2016-09-27"	"88.300003"	"90.220001"	"88.290001"	"89.75"	"123735700"	"88.362089"	"+"	"1.64212565202"
"2016-09-29"	"2016-09-26"	"89.160004"	"89.269997"	"87.540001"	"88.230003"	"74587500"	"86.865598"	"-"	"-1.04306971543"
"2016-09-28"	"2016-09-25"	"88.980003"	"89.730003"	"88.470001"	"89.459999"	"89806000"	"88.076573"	"+"	"0.539442553177"
"2016-09-27"	"2016-09-24"	"88.059998"	"88.809998"	"87.660004"	"88.360001"	"65150800"	"86.993585"	"+"	"0.340680225771"
"2016-09-26"	"2016-09-23"	"87.419998"	"88.43"	"86.610001"	"87.849998"	"60276600"	"86.49147"	"+"	"0.491878299974"
"2016-09-23"	"2016-09-20"	"88.629997"	"88.940002"	"87.489998"	"87.760002"	"48281400"	"86.402865"	"-"	"-0.981603327821"
"2016-09-22"	"2016-09-19"	"87.769997"	"89.300003"	"87.769997"	"88.989998"	"52692700"	"87.61384"	"+"	"1.38999776883"
"2016-09-21"	"2016-09-18"	"88.540001"	"88.790001"	"86.440002"	"87.800003"	"55409800"	"86.442247"	"-"	"-0.835778169914"
"2016-09-20"	"2016-09-17"	"88.50"	"88.949997"	"88.18"	"88.580002"	"33986500"	"87.210184"	"+"	"0.090397740113"
"2016-09-19"	"2016-09-16"	"87.919998"	"88.949997"	"87.25"	"88.370003"	"19173900"	"87.003433"	"+"	"0.511834634027"
"2016-09-16"	"2016-09-13"	"87.620003"	"88.110001"	"87.300003"	"88.050003"	"23518300"	"86.688381"	"+"	"0.490755518463"
"2016-09-15"	"2016-09-12"	"86.75"	"88.269997"	"86.75"	"88.059998"	"13833600"	"86.698221"	"+"	"1.51008414986"
"2016-09-14"	"2016-09-11"	"87.120003"	"87.599998"	"86.870003"	"87.010002"	"25397900"	"85.664463"	"-"	"-0.126263769757"
"2016-09-13"	"2016-09-10"	"87.550003"	"87.910004"	"87.010002"	"87.050003"	"19682700"	"85.703846"	"-"	"-0.571102207729"
"2016-09-12"	"2016-09-09"	"86.040001"	"88.379997"	"85.959999"	"88.25"	"16105700"	"86.885286"	"+"	"2.56857156475"
"2016-09-09"	"2016-09-06"	"87.099998"	"87.169998"	"86.239998"	"86.239998"	"21955000"	"84.906366"	"-"	"-0.987370860789"
"2016-09-08"	"2016-09-05"	"87.949997"	"88.18"	"87.629997"	"87.779999"	"23465700"	"86.422552"	"-"	"-0.193289375553"
"2016-09-07"	"2016-09-04"	"88.309998"	"88.410004"	"87.709999"	"87.949997"	"17556400"	"86.589922"	"-"	"-0.407655993832"
"2016-09-06"	"2016-09-03"	"88.25"	"88.639999"	"87.879997"	"88.639999"	"14472100"	"87.269254"	"+"	"0.441925212465"
"2016-09-02"	"2016-08-30"	"88.480003"	"88.870003"	"88.040001"	"88.199997"	"17470400"	"86.836056"	"-"	"-0.316462466666"
"2016-09-01"	"2016-08-29"	"87.360001"	"88.309998"	"86.980003"	"88.309998"	"29793300"	"86.944355"	"+"	"1.08745076594"
"2016-08-31"	"2016-08-28"	"87.75"	"87.849998"	"87.029999"	"87.309998"	"11407800"	"85.959819"	"-"	"-0.501426780627"
"2016-08-30"	"2016-08-27"	"87.720001"	"88.300003"	"87.459999"	"87.540001"	"11619400"	"86.186266"	"-"	"-0.205198356074"
"2016-08-29"	"2016-08-26"	"87.389999"	"88.400002"	"87.32"	"88.300003"	"8934500"	"86.934515"	"+"	"1.04131366336"
"2016-08-26"	"2016-08-23"	"87.870003"	"88.50"	"87.169998"	"87.580002"	"16408200"	"86.225648"	"-"	"-0.330034130077"
"2016-08-25"	"2016-08-22"	"87.300003"	"87.940002"	"87.040001"	"87.900002"	"10595500"	"86.540699"	"+"	"0.687284054274"
"2016-08-24"	"2016-08-21"	"87.32"	"87.449997"	"86.559998"	"87.309998"	"5713300"	"85.959819"	"-"	"-0.0114544205222"
"2016-08-23"	"2016-08-20"	"87.129997"	"87.50"	"87.040001"	"87.400002"	"5420100"	"86.048432"	"+"	"0.309887535059"
"2016-08-22"	"2016-08-19"	"87.139999"	"87.209999"	"86.580002"	"86.849998"	"5921100"	"85.506934"	"-"	"-0.332798948047"
"2016-08-19"	"2016-08-16"	"87.199997"	"87.410004"	"87.050003"	"87.309998"	"6199900"	"85.959819"	"+"	"0.12614794012"
"2016-08-18"	"2016-08-15"	"86.940002"	"87.459999"	"86.940002"	"87.440002"	"7082800"	"86.087814"	"+"	"0.575109257531"
"2016-08-17"	"2016-08-14"	"86.449997"	"87.110001"	"85.970001"	"86.959999"	"6762100"	"85.615233"	"+"	"0.589938713358"
"2016-08-16"	"2016-08-13"	"86.980003"	"87.400002"	"86.470001"	"86.580002"	"8071100"	"85.241113"	"-"	"-0.459876967353"
"2016-08-15"	"2016-08-12"	"87.519997"	"87.57"	"86.989998"	"87.019997"	"6871200"	"85.674303"	"-"	"-0.571298008614"
"2016-08-12"	"2016-08-09"	"86.919998"	"87.449997"	"86.779999"	"87.040001"	"8063400"	"85.693998"	"+"	"0.13806143898"
"2016-08-11"	"2016-08-08"	"86.699997"	"87.00"	"86.400002"	"86.730003"	"7387100"	"85.388794"	"+"	"0.0346089977373"
"2016-08-10"	"2016-08-07"	"86.260002"	"86.82"	"86.00"	"86.309998"	"5981400"	"84.975284"	"+"	"0.0579596555075"
"2016-08-09"	"2016-08-06"	"85.860001"	"86.339996"	"85.68"	"85.989998"	"4158800"	"84.660232"	"+"	"0.151405775083"
"2016-08-08"	"2016-08-05"	"85.610001"	"85.900002"	"85.129997"	"85.760002"	"5388200"	"84.433793"	"+"	"0.175214342072"
"2016-08-05"	"2016-08-02"	"86.080002"	"86.440002"	"85.529999"	"85.779999"	"6729700"	"84.453481"	"-"	"-0.348516488185"
