"Date"	"Tweet Prediction Date"	"Open"	"High"	"Low"	"Close"	"Volume"	"Ex-Dividend"	"Split Ratio"	"Adj. Open"	"Adj. High"	"Adj. Low"	"Adj. Close"	"Adj. Volume"	"+/-"	"% change"
"2016-07-01"	"2016-06-29"	"57.54"	"58.0"	"57.42"	"57.94"	"7868316.0"	"0.0"	"1.0"	"56.2715037903"	"56.7213628751"	"56.1541492464"	"56.6626856032"	"7868316.0"	"-"	"-2.20454676694"
"2016-07-05"	"2016-07-03"	"57.78"	"58.17"	"57.78"	"58.0"	"7394103.0"	"0.0"	"1.0"	"56.506212878"	"56.8876151456"	"56.506212878"	"56.7213628751"	"7394103.0"	"-"	"-2.20454676705"
"2016-07-06"	"2016-07-04"	"58.27"	"59.27"	"58.07"	"59.16"	"14327606.0"	"0.0"	"1.0"	"56.9854105989"	"57.9633651312"	"56.7898196924"	"57.8557901326"	"14327606.0"	"-"	"-2.20454676695"
"2016-07-07"	"2016-07-05"	"58.89"	"59.02"	"58.29"	"58.78"	"9351899.0"	"0.0"	"1.0"	"57.5917424089"	"57.7188764981"	"57.0049696895"	"57.4841674103"	"9351899.0"	"+"	"-2.20454676702"
"2016-07-08"	"2016-07-06"	"58.98"	"59.57"	"58.8"	"59.35"	"9479430.0"	"0.0"	"1.0"	"57.6797583168"	"58.2567514909"	"57.503726501"	"58.0416014938"	"9479430.0"	"-"	"-2.20454676704"
"2016-07-11"	"2016-07-09"	"59.26"	"59.75"	"59.2"	"59.34"	"7336641.0"	"0.0"	"1.0"	"57.9535855859"	"58.4327833067"	"57.8949083139"	"58.0318219484"	"7336641.0"	"-"	"-2.20454676696"
"2016-07-12"	"2016-07-10"	"59.27"	"59.79"	"59.075"	"59.6"	"8401273.0"	"0.0"	"1.0"	"57.9633651312"	"58.471901488"	"57.7726639974"	"58.2860901269"	"8401273.0"	"-"	"-2.204546767"
"2016-07-13"	"2016-07-11"	"59.78"	"59.95"	"59.4801"	"59.55"	"6793085.0"	"0.0"	"1.0"	"58.4621219427"	"58.6283742132"	"58.1688333784"	"58.2371924002"	"6793085.0"	"+"	"-2.20454676698"
"2016-07-14"	"2016-07-12"	"59.87"	"59.93"	"59.48"	"59.65"	"7345381.0"	"0.0"	"1.0"	"58.5501378506"	"58.6088151225"	"58.168735583"	"58.3349878535"	"7345381.0"	"+"	"-2.204546767"
"2016-07-15"	"2016-07-13"	"59.8"	"59.93"	"59.25"	"59.63"	"8148190.0"	"0.0"	"1.0"	"58.4816810333"	"58.6088151225"	"57.9438060405"	"58.3154287628"	"8148190.0"	"+"	"-2.20454676706"
"2016-07-18"	"2016-07-16"	"59.0"	"59.49"	"58.715"	"59.02"	"8754197.0"	"0.0"	"1.0"	"57.6993174075"	"58.1785151283"	"57.4206003657"	"57.7188764981"	"8754197.0"	"-"	"-2.20454676695"
"2016-07-19"	"2016-07-17"	"59.08"	"59.495"	"58.56"	"58.66"	"8881337.0"	"0.0"	"1.0"	"57.77755377"	"58.183404901"	"57.2690174132"	"57.3668128665"	"8881337.0"	"+"	"-2.2045467671"
"2016-07-20"	"2016-07-18"	"59.0"	"59.119"	"58.76"	"58.79"	"6475748.0"	"0.0"	"1.0"	"57.6993174075"	"57.8156939968"	"57.4646083197"	"57.4939469557"	"6475748.0"	"+"	"-2.20454676695"
"2016-07-21"	"2016-07-19"	"59.0"	"59.105"	"58.56"	"58.79"	"6119844.0"	"0.0"	"1.0"	"57.6993174075"	"57.8020026333"	"57.2690174132"	"57.4939469557"	"6119844.0"	"+"	"-2.20454676695"
"2016-07-22"	"2016-07-20"	"58.99"	"59.08"	"58.55"	"58.82"	"6269481.0"	"0.0"	"1.0"	"57.6895378621"	"57.77755377"	"57.2592378679"	"57.5232855916"	"6269481.0"	"+"	"-2.20454676708"
"2016-07-25"	"2016-07-23"	"58.63"	"58.88"	"57.98"	"58.56"	"8037217.0"	"0.0"	"1.0"	"57.3374742305"	"57.5819628636"	"56.7018037845"	"57.2690174132"	"8037217.0"	"+"	"-2.20454676701"
"2016-07-26"	"2016-07-24"	"58.7"	"58.8101"	"58.135"	"58.36"	"7150768.0"	"0.0"	"1.0"	"57.4059310478"	"57.5136038418"	"56.853386737"	"57.0734265068"	"7150768.0"	"+"	"-2.20454676695"
"2016-07-27"	"2016-07-25"	"58.39"	"58.72"	"57.93"	"58.6"	"7882987.0"	"0.0"	"1.0"	"57.1027651427"	"57.4254901384"	"56.6529060579"	"57.3081355945"	"7882987.0"	"-"	"-2.20454676708"
"2016-07-28"	"2016-07-26"	"58.52"	"58.59"	"58.1061"	"58.43"	"7289712.0"	"0.0"	"1.0"	"57.2298992319"	"57.2983560492"	"56.825123851"	"57.141883324"	"7289712.0"	"+"	"-2.20454676709"
"2016-07-29"	"2016-07-27"	"59.01"	"59.2"	"58.27"	"58.66"	"8490917.0"	"0.0"	"1.0"	"57.7090969528"	"57.8949083139"	"56.9854105989"	"57.3668128665"	"8490917.0"	"+"	"-2.20454676699"
"2016-08-01"	"2016-07-30"	"58.83"	"59.0"	"58.5"	"58.66"	"8871180.0"	"0.0"	"1.0"	"57.533065137"	"57.6993174075"	"57.2103401413"	"57.3668128665"	"8871180.0"	"+"	"-2.20454676696"
"2016-08-02"	"2016-07-31"	"58.68"	"58.73"	"58.25"	"58.33"	"6826271.0"	"0.0"	"1.0"	"57.3863719571"	"57.4352696837"	"56.9658515082"	"57.0440878708"	"6826271.0"	"+"	"-2.20454676704"
"2016-08-03"	"2016-08-01"	"58.17"	"58.3"	"57.18"	"57.65"	"9637335.0"	"0.0"	"1.0"	"56.8876151456"	"57.0147492348"	"55.9194401586"	"56.3790787888"	"9637335.0"	"+"	"-2.20454676706"
"2016-08-04"	"2016-08-02"	"57.74"	"58.23"	"57.74"	"57.84"	"5541344.0"	"0.0"	"1.0"	"56.4670946967"	"56.9462924176"	"56.4670946967"	"56.56489015"	"5541344.0"	"-"	"-2.20454676706"
"2016-08-05"	"2016-08-03"	"62.51"	"64.0"	"60.74"	"63.86"	"72875999.0"	"0.0"	"1.0"	"61.1319378159"	"62.5890900691"	"59.4009582937"	"62.4521764346"	"72875999.0"	"-"	"-2.20454676708"
"2016-08-08"	"2016-08-06"	"62.66"	"63.02"	"61.95"	"62.86"	"25045257.0"	"0.0"	"1.0"	"61.2786309958"	"61.6306946274"	"60.5842832778"	"61.4742219022"	"25045257.0"	"-"	"-2.204546767"
"2016-08-09"	"2016-08-07"	"62.86"	"63.14"	"62.43"	"62.49"	"12234367.0"	"0.0"	"1.0"	"61.4742219022"	"61.7480491713"	"61.0537014533"	"61.1123787253"	"12234367.0"	"+"	"-2.2045467671"
"2016-08-10"	"2016-08-08"	"62.09"	"63.1"	"62.07"	"62.64"	"8835354.0"	"0.0"	"1.0"	"60.7211969124"	"61.70893099"	"60.7016378217"	"61.2590719051"	"8835354.0"	"-"	"-2.20454676695"
"2016-08-11"	"2016-08-09"	"62.61"	"63.73"	"62.48"	"63.63"	"10365025.0"	"0.0"	"1.0"	"61.2297332692"	"62.3250423454"	"61.10259918"	"62.2272468921"	"10365025.0"	"-"	"-2.20454676697"
"2016-08-12"	"2016-08-10"	"63.14"	"63.45"	"62.93"	"63.35"	"6244281.0"	"0.0"	"1.0"	"61.7480491713"	"62.0512150763"	"61.5426787195"	"61.9534196231"	"6244281.0"	"-"	"-2.20454676703"
"2016-08-15"	"2016-08-13"	"63.35"	"63.75"	"63.21"	"63.32"	"6650069.0"	"0.0"	"1.0"	"61.9534196231"	"62.344601436"	"61.8165059886"	"61.9240809871"	"6650069.0"	"+"	"-2.20454676701"
"2016-08-16"	"2016-08-14"	"63.0"	"63.32"	"62.84"	"63.04"	"5680058.0"	"0.0"	"1.0"	"61.6111355368"	"61.9240809871"	"61.4546628116"	"61.6502537181"	"5680058.0"	"-"	"-2.20454676698"
"2016-08-17"	"2016-08-15"	"63.03"	"63.43"	"62.6"	"63.29"	"8271531.0"	"0.0"	"1.0"	"61.6404741727"	"62.0316559857"	"61.2199537238"	"61.8947423511"	"8271531.0"	"-"	"-2.2045467671"
