Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-08-12	107.779999	108.440002	107.779999	108.18	18612300	108.18	+	0.371127299788	
2016-08-11	108.519997	108.93	107.849998	107.93	27484500	107.93	-	-0.543675835155	
2016-08-10	108.709999	108.900002	107.760002	108.00	24008500	108.00	-	-0.653112875109	
2016-08-09	108.230003	108.940002	108.010002	108.809998	26315200	108.809998	+	0.535891142865	
2016-08-08	107.519997	108.370003	107.160004	108.370003	28037200	108.370003	+	0.790556197653	
2016-08-05	106.269997	107.650002	106.18	107.480003	40553400	107.480003	+	1.13861488111	
2016-08-04	105.580002	106.00	105.279999	105.870003	27408700	105.870003	+	0.274674175513	
2016-08-03	104.809998	105.839996	104.769997	105.790001	30202600	105.220002	+	0.935028164012	
2016-08-02	106.050003	106.07	104.00	104.480003	33816600	103.917063	-	-1.48043371578	
2016-08-01	104.410004	106.150002	104.410004	106.050003	38167900	105.478603	+	1.57072975498	
