Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-08-12	64.970001	65.349998	64.860001	65.32	7643800	65.32	+	0.538708626463	
2016-08-11	65.269997	65.690002	65.019997	65.459999	9604500	65.459999	+	0.29110159144	
2016-08-10	65.919998	66.07	65.160004	65.279999	11556100	65.279999	-	-0.970872298874	
2016-08-09	66.18	66.279999	65.690002	65.870003	10097000	65.870003	-	-0.468414928982	
2016-08-08	66.07	66.489998	65.839996	66.099998	11359200	66.099998	+	0.0454033600727	
2016-08-05	65.139999	66.370003	65.07	66.300003	20752700	66.300003	+	1.78078602672	
2016-08-04	64.489998	64.82	64.269997	64.559998	9873000	64.559998	+	0.10854396367	
2016-08-03	63.689999	64.669998	63.650002	64.660004	13122300	64.660004	+	1.52300991558	
2016-08-02	63.59	64.010002	63.380001	63.650002	13550000	63.650002	+	0.0943576033968	
2016-08-01	64.150002	64.309998	63.610001	63.799999	11422600	63.799999	-	-0.545600918298	
