Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-08-12	34.52	34.759998	34.439999	34.57	15685400	34.57	+	0.144843568946	
2016-08-11	34.66	34.740002	34.490002	34.68	16364100	34.68	+	0.0577034045009	
2016-08-10	35.00	35.00	34.50	34.529999	19579000	34.529999	-	-1.34286	
2016-08-09	35.040001	35.16	34.84	34.919998	12578900	34.919998	-	-0.342474305295	
2016-08-08	34.900002	35.169998	34.860001	35.040001	19497300	35.040001	+	0.401143243487	
2016-08-05	34.799999	35.130001	34.700001	34.98	20046200	34.98	+	0.517244267737	
2016-08-04	34.290001	34.619999	34.220001	34.580002	16362600	34.580002	+	0.845730509019	
2016-08-03	34.099998	34.279999	33.990002	34.25	18388800	34.25	+	0.43988858885	
2016-08-02	34.810001	34.869999	34.330002	34.560001	20057300	34.300002	-	-0.71818440913	
2016-08-01	34.82	34.91	34.560001	34.849998	18824400	34.587818	+	0.0861516369902	
