Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-08-12	132.899994	133.779999	132.630005	133.100006	2518300	133.100006	+	0.150498125681	
2016-08-11	132.850006	133.559998	132.300003	133.00	2275700	133.00	+	0.112904774728	
2016-08-10	132.100006	133.529999	131.710007	132.279999	2642200	132.279999	+	0.136255103577	
2016-08-09	132.729996	132.990005	132.229996	132.619995	3013900	131.529999	-	-0.0828757653244	
2016-08-08	132.139999	132.949997	131.75	132.190002	2443800	131.10354	+	0.0378409265767	
2016-08-05	132.210007	132.440002	131.009995	131.729996	3119500	130.647314	-	-0.363067071012	
2016-08-04	132.00	132.550003	130.960007	131.210007	3008500	130.131599	-	-0.598479545455	
2016-08-03	131.770004	132.449997	131.619995	131.869995	2359300	130.786163	+	0.0758829756126	
2016-08-02	132.949997	133.399994	131.350006	131.600006	3156800	130.518393	-	-1.01541258403	
2016-08-01	133.210007	134.229996	132.699997	133.210007	3067300	132.115161	no change	0.0	
