2017-01-09 12:02:09.118598,top3000
JPMorganChase,0.5480769230769231
Procter&Gamble,0.48913043478260865
Boeing,0.3461538461538462
Apple,0.5047619047619047
Google,0.46666666666666673
2017-02-01 18:36:36.912961,0
2017-02-01 18:36:53.825104,0
2017-02-01 18:38:48.749132,0
2017-02-01 18:40:02.501425,0
2017-02-05 18:19:47.000899,0
2017-02-06 16:11:27.730162,0
2017-02-06 16:16:55.936172,0
2017-02-06 16:17:22.965503,0
2017-02-06 16:17:29.406315,0
2017-02-06 16:17:41.032442,0
2017-02-06 16:18:07.498681,0
2017-02-06 19:32:26.032219,0
2017-02-06 19:34:07.155623,0
2017-02-06 19:35:00.553956,0
2017-02-06 19:35:43.540107,0
2017-02-06 19:36:07.386642,0
2017-02-06 19:36:52.881360,0
2017-02-06 19:37:25.603796,0
2017-02-06 19:37:30.598073,0
2017-02-06 19:40:32.557610,0
2017-02-06 19:41:35.107108,0
2017-02-06 19:45:44.099458,0
2017-02-06 19:46:09.794142,0
2017-02-06 19:49:10.854478,0
2017-02-06 19:52:28.255331,0
2017-02-06 19:53:03.982865,0
2017-02-06 19:53:17.974501,0
2017-02-06 19:54:57.599342,0
2017-02-06 19:55:57.656536,0
2017-02-06 19:56:13.909655,0
2017-02-06 19:56:57.756365,0
2017-02-06 21:19:12.534831,0
2017-02-06 21:19:56.614676,0
2017-02-06 21:22:38.517302,0
2017-02-06 21:22:46.764868,0
2017-02-06 21:26:04.877433,0
2017-02-06 21:26:13.343960,0
2017-02-06 21:26:42.820037,0
2017-02-06 21:30:24.000364,0
2017-02-06 21:31:07.422938,0
2017-02-06 21:38:15.809877,0
2017-02-06 21:38:50.839924,0
2017-02-06 21:39:11.354627,0
2017-02-06 21:39:36.357787,0
2017-02-06 21:41:59.979163,0
2017-02-06 21:43:33.081427,0
2017-02-06 21:45:35.454567,0
Intel,0.5538461538461539
Merck,0.46875
Walmart,0.59375
Procter&Gamble,0.546875
Boeing,0.5
Apple,0.515625
2017-02-06 21:48:02.728323,0
Intel,0.5076923076923077
Merck,0.46875
Walmart,0.5625
Procter&Gamble,0.5625
Boeing,0.515625
Apple,0.5
2017-02-06 22:19:05.058930,0
2017-02-06 22:20:04.853743,0
2017-02-06 22:20:47.991040,0
Intel,0.5230769230769231
Merck,0.453125
Walmart,0.609375
Procter&Gamble,0.546875
Boeing,0.5
Apple,0.515625
2017-02-06 22:33:30.070284,0
Intel,0.5538461538461539
Merck,0.4375
Walmart,0.578125
Procter&Gamble,0.59375
Boeing,0.515625
Apple,0.5625
2017-02-08 17:17:16.331528,0
Intel,0.5076923076923077
Merck,0.453125
2017-02-08 17:25:43.663112,0
Intel,0.5230769230769231
Merck,0.484375
Walmart,0.5625
Procter&Gamble,0.546875
Boeing,0.53125
Apple,0.453125
2017-02-10 20:15:27.661167,regular tweets NER
Intel,0.5538461538461539
Merck,0.46875
Walmart,0.53125
Procter&Gamble,0.546875
Boeing,0.53125
Apple,0.53125
2017-02-10 20:27:55.183502,0
Intel,0.5538461538461539
Merck,0.453125
Walmart,0.5625
Procter&Gamble,0.546875
Boeing,0.515625
Apple,0.515625
2017-02-11 12:30:06.822683,news_NER
2017-02-11 12:30:36.183976,news_NER
Intel,0.6000000000000001
Merck,0.5247524752475248
Walmart,0.5045871559633027
JPMorganChase,0.5964912280701753
Procter&Gamble,0.4953271028037383
Boeing,0.5178571428571428
Apple,0.5454545454545455
Google,0.5350877192982456
2017-02-11 12:39:44.160785,top1000newsNER
Intel,0.5272727272727273
Merck,0.46534653465346537
Walmart,0.48623853211009177
JPMorganChase,0.587719298245614
Procter&Gamble,0.4766355140186916
Boeing,0.5089285714285714
Apple,0.5636363636363637
Google,0.5350877192982456
2017-02-11 12:45:03.733128,top1000newsNERjustrandomforest
Intel,0.5090909090909091
Merck,0.5445544554455446
Walmart,0.4954128440366973
JPMorganChase,0.587719298245614
Procter&Gamble,0.6448598130841122
Boeing,0.5357142857142857
Apple,0.5454545454545454
2017-02-11 12:47:52.626396,top1000newsNERjustrandomforest
2017-02-11 12:48:04.554294,top1000newsNER5classifiers
Intel,0.5818181818181819
Merck,0.46534653465346537
Walmart,0.46788990825688076
JPMorganChase,0.6052631578947368
Procter&Gamble,0.5607476635514018
Boeing,0.4732142857142857
Apple,0.5454545454545455
Google,0.5526315789473684
<<<<<<< HEAD
2017-03-20 15:37:49.249227,random forest
2017-03-20 15:39:08.678762,random forest
=======
2017-03-20 11:43:10.348045,just randomForest
Intel,0.4880952380952381
Merck,0.48780487804878053
Walmart,0.5975609756097561
JPMorganChase,0.4624999999999999
Procter&Gamble,0.5487804878048781
Boeing,0.5365853658536585
Apple,0.5185185185185185
Google,0.4936708860759494
2017-03-20 12:12:16.330770,just randomForest
2017-03-20 12:12:47.499114,just randomForest
Intel,0.5
Merck,0.4634146341463415
2017-03-20 12:14:44.236786,just randomForest
2017-03-20 12:16:57.477026,just randomForest
Intel,0.5595238095238095
2017-03-20 12:18:05.367422,added NN and rbf
Intel,0.5119047619047619
Merck,0.5121951219512195
Walmart,0.5853658536585367
JPMorganChase,0.5125000000000001
Procter&Gamble,0.5365853658536587
Boeing,0.5609756097560975
Apple,0.5061728395061729
Google,0.5443037974683544
>>>>>>> 04331adf6e9df64c6d15450fee34676b84022f9f
Intel,0.03529411764705882
Intel,0.07058823529411765
Intel,0.49411764705882355
Merck,0.5
Walmart,0.5542168674698795
JPMorganChase,0.48148148148148145
Procter&Gamble,0.5060240963855421
Boeing,0.5301204819277109
Apple,0.5
Google,0.55
Intel,0.5176470588235293
Merck,0.48780487804878053
Walmart,0.6024096385542169
JPMorganChase,0.43209876543209874
Procter&Gamble,0.5662650602409638
Boeing,0.5542168674698795
Apple,0.475609756097561
Google,0.5625000000000001
Intel,0.5411764705882353
Merck,0.5000000000000001
Walmart,0.5421686746987951
JPMorganChase,0.43209876543209874
Procter&Gamble,0.5662650602409638
Boeing,0.5421686746987951
Apple,0.48780487804878053
Google,0.575
Intel,0.47058823529411764
Merck,0.48780487804878053
Walmart,0.5542168674698795
JPMorganChase,0.49382716049382713
Procter&Gamble,0.5662650602409638
Boeing,0.5662650602409638
Apple,0.48780487804878053
Google,0.625
Procter&Gamble,0.4822695035460993
Boeing,0.45945945945945954
JPMorganChase,0.5743243243243243
Merck,0.5259259259259259
Walmart,0.5238095238095238
Google,0.5540540540540541
Intel,0.5472972972972974
Apple,0.4864864864864865
2017-04-05 18:26:52.471790,up to 3/28
2017-04-05 18:27:18.619198,news NER up to 3/28
Procter&Gamble,0.4822695035460993
Boeing,0.4662162162162163
JPMorganChase,0.6013513513513514
Merck,0.5037037037037037
Walmart,0.4761904761904761
Google,0.5675675675675675
Intel,0.5675675675675675
Apple,0.5337837837837838
Intel,0.4496124031007752
Merck,0.5078125
Walmart,0.5
JPMorganChase,0.49593495934959353
Procter&Gamble,0.5118110236220472
2017-08-04 12:33:31.507211,without deleting old tweets
2017-08-04 12:35:47.851827,without deleting old tweets
2017-08-04 12:44:43.844052,without deleting old tweets
2017-08-04 12:46:34.257621,without deleting old tweets
2017-08-04 12:48:53.935074,without deleting old tweets
2017-08-04 12:51:07.949225,without deleting old tweets
2017-08-04 12:51:33.913143,without deleting old tweets
2017-08-04 12:51:44.252101,without deleting old tweets
2017-08-04 20:18:40.962969,all descriptors
Procter&Gamble,0.5693430656934307
Boeing,0.4523809523809524
JPMorganChase,0.48120300751879697
Merck,0.46376811594202894
Walmart,0.5724637681159421
Google,0.5
Intel,0.4748201438848921
Apple,0.5255474452554745
