DATE	COMPANY	foul	marvel	trusted	greatness	congratulations	stupidity	ridiculous	authentic	virus	garbage	dumping	damn	providence	error	keen	limited	weakness	restored	broken	benefits	effectively	perfection	stuck	scam	anger	loss	PRICE DIRECTION
2016-09-19	Apple	0.0	0.0	0.0	0.00160592958616	0.0	0.0	0.000247066090179	0.000494132180359	0.00185299567634	0.0	0.0	0.0	0.00321185917233	0.0	0.00012353304509	0.000205888408483	0.0	0.000864731315626	0.0	0.00580605311921	0.000617665225448	0.00259419394688	0.0	0.0	0.0	0.000741198270538	+
2016-09-20	Apple	0.0	0.0	0.0	0.000878048780488	0.0	9.75609756098e-05	0.0	0.000292682926829	0.00117073170732	0.0	9.75609756098e-05	0.00029268292683	0.00409756097562	0.0	0.0	0.000650406504067	0.0	0.0019512195122	0.0	0.0105365853659	0.00048780487805	0.00175609756098	0.00029268292683	0.0	0.0	0.000487804878048	-
2016-09-23	Apple	0.0	0.0	8.75273522976e-05	0.00122538293217	0.000175054704595	8.75273522976e-05	0.0	0.000262582056893	0.00332603938731	0.0	0.0	0.00035010940919	0.00271334792122	0.0	8.75273522976e-05	0.000583515681983	0.0	0.00113785557987	0.0	0.0035886214442	0.000175054704595	0.00140043763676	8.75273522976e-05	0.0	0.000109409190372	0.000437636761488	+
2016-09-24	Apple	0.0	0.0	0.000114613180516	0.000916905444126	0.000114613180516	0.0	0.000114613180516	0.000229226361032	0.00126074498567	0.0	0.0	0.000343839541548	0.00401146131805	0.0	0.0	0.000191021967526	0.0	0.00126074498567	0.0	0.00538681948424	0.000343839541547	0.000687679083094	0.000114613180516	0.0	0.0	0.000916905444126	+
2016-09-25	Apple	0.0	0.0	0.0	0.000804828973842	0.0	0.000134138162307	0.0	0.000134138162307	0.000268276324614	0.0	0.0	0.000268276324614	0.00402414486922	0.0	0.0	0.0	0.0	0.00134138162307	0.0	0.00603621730381	0.000134138162307	0.00402414486922	0.0	0.0	0.000335345405768	0.000268276324614	+
2016-09-26	Apple	0.000232234091965	0.0	9.28936367858e-05	0.00092893636786	0.0	0.00046446818393	0.0	0.000185787273572	0.00185787273572	9.28936367858e-05	0.0	9.28936367858e-05	0.00315838365072	0.0	0.0	0.000309645455953	0.0	0.00092893636786	0.0	0.006502554575	0.000650255457502	0.00213655364608	0.0	0.0	0.000116117045982	0.00111472364143	-
2016-09-27	Apple	0.0	0.0	0.0	0.00114832535885	0.0	0.000478468899522	0.0	0.0	0.000382775119616	9.56937799044e-05	0.0	9.56937799044e-05	0.00354066985646	0.0	0.0	0.000159489633174	0.0	0.000478468899521	0.0	0.00679425837321	0.000861244019139	0.0023923444976	9.56937799044e-05	0.0	0.00035885167464	0.000478468899522	+
2016-09-30	Apple	0.0	0.000159108989658	0.0	0.000954653937947	0.0	0.000190930787589	0.0	0.00019093078759	0.000668257756564	0.0	0.0	9.54653937948e-05	0.00315035799522	0.0	0.0	0.000159108989658	0.0	0.00229116945107	0.0	0.00649164677803	0.000381861575178	0.00190930787589	0.000190930787589	0.0	0.000119331742244	0.000477326968974	-
2016-10-01	Apple	0.0	0.0	0.0	0.00216346153846	0.0	0.000240384615384	0.0	0.000120192307692	0.0	0.0	0.0	0.000600961538462	0.00384615384615	0.0	0.0	0.0	0.000200320512821	0.00180288461539	0.0	0.00661057692307	0.000120192307692	0.00216346153846	0.0	0.0	0.000150240384616	0.000360576923076	-
2016-10-02	Apple	0.0	0.0	0.0	0.0016393442623	0.0	0.000655737704918	0.0	0.00032786885246	0.0016393442623	0.0	0.0	0.00032786885246	0.00393442622951	0.0	0.0	0.000546448087433	0.0	0.000983606557378	0.0	0.00721311475411	0.00032786885246	0.0016393442623	0.0	0.0	0.0	0.0	-
2016-10-03	Apple	0.0	0.0	0.0	0.00137741046832	0.0	0.000550964187329	0.0	0.000183654729109	0.00449954086318	9.18273645546e-05	9.18273645546e-05	0.000367309458218	0.00348943985308	0.0	0.0	0.000306091215182	0.0	0.00119375573921	0.0	0.00661157024794	9.18273645546e-05	0.00119375573921	0.000183654729109	0.0	0.0	0.000550964187328	+
2016-10-04	Apple	0.0	0.0	0.0	0.00092980009298	9.2980009298e-05	0.000278940027894	0.0	0.000278940027894	0.00232450023245	0.0	9.2980009298e-05	0.000371920037192	0.0048349604835	0.0	0.0	0.000309933364327	0.0	0.00102278010228	0.0	0.00641562064157	0.00046490004649	0.00130172013017	0.0	0.0	0.0	0.000371920037192	-
2016-10-07	Apple	0.0	0.0	0.000101729399797	0.000915564598168	0.00061037639878	0.000203458799593	0.000101729399797	0.0	0.00111902339776	0.0	0.0	0.00030518819939	0.00315361139369	0.0	0.0	0.0	0.0	0.00111902339776	0.0	0.00783316378433	0.000406917599187	0.00061037639878	0.0	0.0	0.000127161749746	0.000406917599186	+
2016-10-08	Apple	0.0	0.0	0.0	0.00123685837972	0.0	0.000247371675944	0.0	0.000123685837972	0.000371057513914	0.0	0.0	0.000865800865802	0.0034632034632	0.0	0.0	0.0	0.0	0.00136054421769	0.000123685837972	0.00643166357453	0.000371057513916	0.00111317254174	0.000123685837972	0.0	0.00030921459493	0.00074211502783	-
