DATE	COMPANY	uplifting	effective	fatal	avalanche	spiritual	reclaim	bloody	unforgettable	slime	dark	gorgeous	blunder	sweetheart	emergency	suppression	dislike	illegal	scenic	jam	mercy	quieter	invaluable	honoring	appeal	blind	heaven	dire	famous	taboo	shine	nightmare	thank	immense	compatible	annoyed	surrender	favour	suspect	promising	comfort	engaging	condemnation	complement	strongest	loved	loves	lover	horrendous	traitor	glorious	regrets	phony	excellent	blasted	ruined	backward	unfortunately	prosperity	reward	ranting	slower	confront	superior	promise	dope	intimidating	PRICE DIRECTION
2016-09-19	Google	0.0	0.000274914089348	0.000274914089348	0.000274914089347	0.00384879725086	0.000274914089348	0.0	0.000137457044674	0.00041237113402	0.0	0.0	0.0	0.0	0.000412371134022	0.000137457044674	0.0	0.0	0.000412371134022	0.000137457044674	0.000549828178694	0.000229095074456	0.0	0.0	0.00123711340206	0.000274914089348	0.000549828178696	0.0	0.0	0.0	0.0	0.0	0.00123711340206	0.0	0.0	0.0	0.000137457044674	0.00137457044674	0.000137457044674	0.0	0.000137457044674	0.0	0.0	0.000137457044674	0.000274914089348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000549828178694	0.0	0.0	0.000137457044674	0.000962199312715	0.00223367697594	0.00646048109967	0.000137457044674	0.000962199312714	0.000137457044674	0.000274914089347	0.00426116838488	0.0	0.00164948453608	+
2016-09-23	Google	0.0	0.000539811066128	0.000134952766532	0.0	0.00364372469636	0.000404858299596	0.0	0.0	0.000539811066126	0.0	0.000134952766532	0.0	0.0	0.000539811066126	0.0	0.0	0.000449842555106	0.00080971659919	0.0	0.000269905533064	0.0	0.0	0.0	0.00553306342779	0.000134952766532	0.000269905533064	0.0	0.0	0.0	0.0	0.000269905533064	0.00229419703104	0.000134952766532	0.0	0.0	0.0	0.00134952766532	0.0	0.0	0.0	0.00067476383266	0.0	0.0	0.000404858299596	0.000269905533064	0.0	0.0	0.0	0.000134952766532	0.0	0.0	0.0	0.000539811066128	0.0	0.0	0.000269905533064	0.000539811066128	0.00219298245614	0.00796221322539	0.000134952766532	0.0	0.000539811066126	0.000404858299596	0.00418353576249	0.00101214574899	0.000674763832658	-
2016-09-24	Google	0.0	0.0	0.0	0.0	0.00227100681302	0.0	0.0	0.0	0.000151400454201	0.000151400454201	0.0	0.000151400454201	0.0	0.000151400454201	0.000302800908403	0.0	0.000252334090336	0.00105980317941	0.0	0.0	0.0	0.0	0.0	0.00166540499622	0.0	0.0	0.0	0.0	0.0	0.000189250567752	0.0	0.00151400454201	0.000151400454201	0.000151400454201	0.0	0.000302800908403	0.00151400454201	0.000302800908403	0.0	0.0	0.000908402725207	0.0	0.000454201362603	0.000454201362603	0.0	0.0	0.0	0.000151400454201	0.000151400454201	0.0	0.0	0.000151400454201	0.000757002271005	0.0	0.0	0.0	0.000908402725207	0.00340651021953	0.00529901589705	0.0	0.000151400454201	0.000151400454201	0.000302800908402	0.00439061317184	0.000189250567752	0.000302800908402	+
2016-09-25	Google	0.0	0.000130039011704	0.0	0.0	0.0036410923277	0.000130039011704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000260078023407	0.000130039011704	0.0	0.000433463372345	0.000260078023407	0.000130039011704	0.000130039011704	0.0	0.0	0.0	0.00117035110533	0.0	0.000130039011704	0.0	0.0	0.000260078023407	0.0	0.0	0.00104031209363	0.000130039011704	0.0	0.0	0.000130039011704	0.00195058517555	0.000130039011704	0.0	0.000130039011704	0.000520156046815	0.0	0.000520156046814	0.000130039011704	0.0	0.0	0.0	0.000130039011704	0.000260078023408	0.0	0.0	0.0	0.0	0.0	0.000130039011704	0.000130039011704	0.00065019505852	0.00211313394018	0.0036410923277	0.0	0.000520156046814	0.0	0.0	0.00234070221067	0.000325097529259	0.000390117035112	+
2016-09-26	Google	0.0	0.0	0.000162469536962	0.000162469536962	0.00714865962632	0.000162469536962	0.0	0.0	0.000324939073924	0.0	0.0	0.000324939073924	0.0	0.000162469536962	0.000487408610886	0.0	0.000270782561603	0.00113728675873	0.000162469536962	0.000324939073924	0.000270782561603	0.0	0.0	0.00324939073923	0.000324939073924	0.0	0.0	0.0	0.000162469536962	0.0	0.000162469536962	0.0021121039805	0.000162469536962	0.0	0.0	0.000487408610886	0.00135391280802	0.000487408610886	0.0	0.0	0.000162469536962	0.0	0.000324939073924	0.000487408610886	0.000162469536962	0.0	0.0	0.000162469536962	0.000324939073924	0.0	0.0	0.0	0.000162469536962	0.0	0.0	0.000324939073924	0.00129975629569	0.00182778229082	0.00731112916327	0.000162469536962	0.00178716490658	0.000487408610886	0.000649878147847	0.00373679935012	0.000609260763607	0.000324939073924	-
2016-09-27	Google	0.0	0.000314712824548	0.0	0.0	0.00472069236822	0.000314712824548	0.000157356412274	0.0	0.0	0.0	0.0	0.0	0.0	0.000314712824548	0.000157356412274	0.0	0.000262260687123	0.00125885129819	0.0	0.000314712824548	0.0	0.0	0.0	0.00110149488592	0.000157356412274	0.0	0.0	0.0	0.000157356412274	0.000196695515342	0.000314712824548	0.000472069236822	0.0	0.000629425649096	0.0	0.000157356412274	0.00183582480986	0.000157356412274	0.000157356412274	0.000314712824548	0.000944138473644	0.0	0.00110149488592	0.000157356412274	0.000157356412274	0.000157356412274	0.000196695515342	0.0	0.000157356412274	0.0	0.0	0.0	0.00110149488592	0.0	0.0	0.0	0.00125885129819	0.00531077891424	0.00818253343824	0.0	0.000472069236822	0.000472069236822	0.000944138473644	0.00456333595595	0.000393391030685	0.000472069236822	+
2016-09-30	Google	0.0	0.0	0.0	0.0	0.00119047619048	0.000297619047619	0.0	0.0	0.00029761904762	0.0	0.0	0.00044642857143	0.0	0.000446428571428	0.00014880952381	0.0	0.000248015873016	0.00104166666667	0.00014880952381	0.0	0.0	0.0	0.0	0.00535714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.00014880952381	0.00178571428571	0.00029761904762	0.0	0.0	0.00014880952381	0.00173611111111	0.00014880952381	0.0	0.0	0.00044642857143	0.0	0.0	0.000744047619048	0.00014880952381	0.0	0.000558035714287	0.0	0.0	0.0	0.0	0.0	0.000297619047619	0.0	0.0	0.0	0.0	0.0178571428571	0.00357142857144	0.0	0.00029761904762	0.0	0.000595238095238	0.00312500000001	0.000186011904762	0.0	-
2016-10-01	Google	0.0	0.0004329004329	0.0002886002886	0.0	0.0015873015873	0.0001443001443	0.0	0.0	0.0001443001443	0.0	0.0	0.0001443001443	0.0	0.0005772005772	0.0	0.0	0.0002405002405	0.0008658008658	0.0	0.0	0.0	0.0	0.0	0.0044733044733	0.0	0.0001443001443	0.0	0.0	0.0001443001443	0.000360750360751	0.0	0.0064935064935	0.0001443001443	0.0	0.0	0.0	0.001924001924	0.0	0.0	0.0	0.0001443001443	0.0	0.0001443001443	0.0002886002886	0.0001443001443	0.0	0.0	0.0001443001443	0.0002886002886	0.0	0.0	0.0001443001443	0.0002886002886	0.0	0.0	0.0	0.0005772005772	0.00450937950938	0.0024531024531	0.0	0.0002886002886	0.0004329004329	0.0	0.0015873015873	0.000180375180375	0.0005772005772	-
2016-10-02	Google	0.0	0.000164338537387	0.0	0.0	0.00230073952342	0.000493015612161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000493015612162	0.000164338537387	0.0	0.000273897562312	0.000328677074774	0.0	0.000328677074774	0.0	0.0	0.0	0.00246507806081	0.0	0.000164338537387	0.0	0.0	0.000164338537387	0.0	0.0	0.0013147082991	0.000164338537387	0.0	0.0	0.000164338537387	0.000821692686937	0.000164338537387	0.0	0.0	0.000986031224323	0.000328677074774	0.000164338537387	0.000328677074774	0.0	0.0	0.0	0.0	0.000164338537387	0.0	0.0	0.0	0.000657354149548	0.0	0.0	0.0	0.000657354149548	0.00534100246509	0.00558751027116	0.0	0.000657354149548	0.000657354149548	0.000657354149548	0.00377978635991	0.0	0.000164338537387	-
2016-10-03	Google	0.0	0.0	0.0	0.0	0.00411764705881	0.0	0.0	0.0	0.000147058823529	0.0	0.0	0.0	0.0	0.000147058823529	0.0	0.0	0.000245098039216	0.000294117647058	0.0	0.0	0.0	0.0	0.0	0.00411764705882	0.0	0.0	0.0	0.0	0.0	0.000735294117647	0.0	0.00235294117647	0.0	0.0	0.0	0.0	0.000735294117647	0.0	0.0	0.000147058823529	0.000441176470587	0.0	0.000294117647058	0.0	0.0	0.0	0.000183823529412	0.0	0.000147058823529	0.000147058823529	0.0	0.0	0.000588235294117	0.0	0.0	0.000147058823529	0.000735294117645	0.00716911764707	0.00764705882353	0.0	0.000294117647058	0.000588235294117	0.0	0.00529411764706	0.000551470588234	0.00147058823529	-
