DATE	COMPANY	handily	praising	outperformed	valuable	soft	revives	destroy	blah	unimaginable	troublesome	nemesis	desperately	exhaust	hostility	precipitous	ugliest	improbable	STOCK VALUE	
2016-09-12	Apple	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-09-13	Apple	0.0	0.000198452073824	0.0	0.00158761659059	0.000793808295297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-09-17	Apple	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-09-18	Apple	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-09-19	Apple	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-09-20	Apple	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-09-23	Apple	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-09-24	Apple	0.0	0.0	0.000445930880713	0.00178372352285	0.00066889632107	0.0	0.00066889632107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-09-26	Apple	0.000191791331032	0.000191791331032	0.0	0.000383582662064	0.000383582662064	0.0	0.000767165324127	0.0	0.0	0.0	0.0	0.000191791331032	0.0	0.0	0.0	0.000191791331032	0.0	-	
2016-09-27	Apple	0.0	0.0	0.0	0.00117924528302	0.000471698113208	0.0	0.000235849056604	0.0	0.0	0.0	0.0	0.000235849056604	0.0	0.0	0.0	0.0	0.0	+	
2016-09-30	Apple	0.0	0.0	0.000190839694656	0.0013358778626	0.0013358778626	0.000190839694656	0.000954198473282	0.0	0.0	0.000190839694656	0.0	0.0	0.000381679389313	0.000190839694656	0.0	0.0	0.0	-	
2016-10-01	Apple	0.0	0.0	0.000512820512821	0.00153846153846	0.00230769230769	0.00025641025641	0.000769230769231	0.0	0.0	0.00025641025641	0.0	0.0	0.000512820512821	0.00025641025641	0.0	0.0	0.0	-	
2016-10-02	Apple	0.000245338567223	0.0	0.0	0.000981354268891	0.000736015701668	0.0	0.000245338567223	0.000245338567223	0.0	0.0	0.0	0.0	0.000245338567223	0.0	0.0	0.0	0.0	-	
2016-10-03	Apple	0.0	0.0	0.000168152009417	0.0010089120565	0.00151336808475	0.0	0.000168152009417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-10-04	Apple	0.0	0.000157903047529	0.000315806095058	0.00205273961787	0.0011053213327	0.0	0.000473709142586	0.0	0.0	0.000157903047529	0.0	0.0	0.0	0.0	0.0	0.000157903047529	0.0	-	
2016-10-07	Apple	0.0	0.0	0.0	0.000400962309543	0.000601443464314	0.0	0.000400962309543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-10-08	Apple	0.0	0.0	0.0	0.00181900864029	0.000682128240109	0.0	0.000454752160073	0.0	0.0	0.000227376080036	0.0	0.0	0.0	0.000227376080036	0.0	0.0	0.0	-	
2016-10-09	Apple	0.000163559044815	0.00032711808963	0.000163559044815	0.000981354268891	0.000163559044815	0.0	0.00130847235852	0.0	0.0	0.000163559044815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-10-10	Apple	0.0	0.0	0.0	0.00115660421004	0.000462641684016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000231320842008	+	
2016-10-11	Apple	0.0	0.0	0.000207382828702	0.000829531314807	0.00124429697221	0.0	0.0	0.000622148486105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000207382828702	0.0	-	
2016-10-14	Apple	0.0	0.000212404418012	0.0	0.000849617672048	0.000212404418012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000212404418012	0.0	0.0	0.0	+	
2016-10-15	Apple	0.0	0.000202306291726	0.0	0.00161845033381	0.00121383775035	0.0	0.0	0.0	0.0	0.000202306291726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-10-16	Apple	0.0	0.0	0.0	0.00144334856868	0.00024055809478	0.0	0.00048111618956	0.0	0.0	0.00024055809478	0.0	0.0	0.0	0.00024055809478	0.0	0.0	0.0	-	
2016-10-17	Apple	0.0	0.0	0.0	0.000935599563387	0.000935599563387	0.0	0.000311866521129	0.0	0.0	0.0	0.0	0.000155933260564	0.0	0.0	0.0	0.0	0.0	+	
2016-10-18	Apple	0.0	0.000627615062762	0.0	0.00125523012552	0.00167364016736	0.000209205020921	0.000209205020921	0.0	0.000209205020921	0.0	0.0	0.000209205020921	0.0	0.0	0.0	0.0	0.0	-	
2016-10-21	Apple	0.0	0.0	0.0	0.000705218617772	0.000352609308886	0.0	0.0	0.0	0.0	0.0	0.0	0.000176304654443	0.0	0.0	0.0	0.0	0.000176304654443	+	
2016-10-22	Apple	0.0	0.0	0.0	0.000631180307174	0.000210393435725	0.0	0.000210393435725	0.0	0.0	0.0	0.0	0.000210393435725	0.0	0.0	0.0	0.0	0.000210393435725	+	
2016-10-23	Apple	0.0	0.0	0.0	0.000665446681085	0.00133089336217	0.0	0.000332723340542	0.0	0.0	0.0	0.0	0.000332723340542	0.0	0.0	0.0	0.0	0.0	+	
2016-10-24	Apple	0.000322528624415	0.0	0.000322528624415	0.00322528624415	0.00145137880987	0.0	0.000161264312208	0.000483792936623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-10-25	Apple	0.000531255533912	0.000531255533912	0.000177085177971	0.00123959624579	0.00336461838144	0.000177085177971	0.000177085177971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000177085177971	0.0	0.0	-	
2016-10-28	Apple	0.00015223017202	0.00030446034404	0.0	0.00030446034404	0.00015223017202	0.00015223017202	0.00030446034404	0.00045669051606	0.00015223017202	0.00015223017202	0.0	0.0	0.0	0.0	0.00015223017202	0.00015223017202	0.0	-	
2016-10-29	Apple	0.0001494321578	0.000298864315601	0.0	0.0010460251046	0.0010460251046	0.0001494321578	0.000448296473401	0.000448296473401	0.000298864315601	0.0001494321578	0.0	0.0	0.0	0.0	0.0001494321578	0.0001494321578	0.0	-	
2016-10-30	Apple	0.0	0.000127275041364	0.0	0.000636375206822	0.00114547537228	0.0	0.0	0.0	0.0	0.0	0.000127275041364	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-10-31	Apple	0.0	0.0	0.0	0.00193730186685	0.00158506516379	0.0	0.000704473406129	0.0	0.000352236703064	0.000176118351532	0.0	0.0	0.000176118351532	0.000176118351532	0.000176118351532	0.0	0.0	-	
2016-11-01	Apple	0.0	0.0	0.0	0.00133638793433	0.000954562810233	0.0	0.0	0.0	0.0	0.0	0.0	0.000381825124093	0.0	0.0	0.0	0.0	0.0	+	
2016-11-04	Apple	0.0	0.0	0.0	0.000540540540541	0.000540540540541	0.0	0.0	0.0	0.0	0.0	0.00018018018018	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-11-05	Apple	0.0	0.0	0.0	0.000873973081629	0.000873973081629	0.0	0.0	0.0	0.0	0.0	0.000174794616326	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-11-06	Apple	0.0	0.0	0.0	0.0	0.00150732127476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021533161068	0.0	0.0	0.0	0.00021533161068	+	
2016-11-07	Apple	0.0	0.0	0.0	0.00125628140704	0.00167504187605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000209380234506	0.0	0.0	0.0	0.0	-	
2016-11-08	Apple	0.0	0.0	0.0	0.000865800865801	0.00021645021645	0.0	0.00021645021645	0.0	0.0	0.0	0.0	0.00021645021645	0.0	0.00021645021645	0.0	0.0	0.00021645021645	+	
2016-11-11	Apple	0.000187476565429	0.0	0.000749906261717	0.00131233595801	0.000374953130859	0.0	0.0	0.0	0.0	0.000187476565429	0.0	0.0	0.000562429696288	0.0	0.0	0.0	0.0	-	
2016-11-12	Apple	0.0	0.0	0.0	0.000196155355041	0.000784621420165	0.0	0.0	0.000196155355041	0.0	0.0	0.000196155355041	0.0	0.000196155355041	0.0	0.0	0.0	0.000196155355041	+	
2016-11-13	Apple	0.0	0.0	0.000156617071261	0.000626468285043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000156617071261	0.0	0.0	0.0	0.0	0.000156617071261	+	
2016-11-14	Apple	0.0	0.0	0.000182116190129	0.000728464760517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182116190129	0.0	0.0	0.0	0.0	0.0	+	
2016-11-15	Apple	0.0	0.0	0.0	0.000615132253434	0.0	0.0	0.000205044084478	0.0	0.0	0.000205044084478	0.000205044084478	0.000205044084478	0.0	0.000205044084478	0.0	0.0	0.000205044084478	+	
2016-11-18	Apple	0.0	0.0	0.000190985485103	0.000763941940413	0.000954927425516	0.0	0.000572956455309	0.0	0.0	0.0	0.000190985485103	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-11-19	Apple	0.0	0.0	0.0	0.000792236086354	0.00217864923747	0.0	0.000594177064765	0.000594177064765	0.0	0.000198059021588	0.0	0.0	0.0	0.000198059021588	0.0	0.000396118043177	0.0	-	
