Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-10-05	132.929993	134.899994	132.550003	134.660004	3120900	134.660004	+	1.30144519003	
2016-10-04	132.770004	133.229996	131.690002	132.25	2829200	132.25	-	-0.391657742211	
2016-10-03	131.279999	132.720001	130.740005	132.380005	2439400	132.380005	+	0.837908294012	
2016-09-30	132.089996	132.630005	131.270004	131.740005	3118900	131.740005	-	-0.264964047694	
2016-09-29	131.800003	132.779999	130.679993	131.029999	2199400	131.029999	-	-0.584221534502	
2016-09-28	131.589996	132.360001	130.589996	132.229996	1773000	132.229996	+	0.486359160616	
2016-09-27	130.289993	131.740005	129.860001	131.320007	1939000	131.320007	+	0.79055495843	
2016-09-26	131.070007	131.580002	130.429993	130.570007	2219900	130.570007	-	-0.381475527044	
2016-09-23	131.25	132.289993	131.009995	131.779999	2330700	131.779999	+	0.403808761905	
2016-09-22	131.449997	132.479996	131.169998	131.869995	3253100	131.869995	+	0.319511608661	
