Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-08-22	65.75	65.879997	65.410004	65.800003	8752000	65.800003	+	0.0760501901141	
2016-08-19	65.720001	65.910004	65.220001	65.860001	9084900	65.860001	+	0.21302495111	
2016-08-18	65.620003	65.989998	65.529999	65.949997	9313600	65.949997	+	0.502886292157	
2016-08-17	65.800003	65.980003	65.540001	65.889999	11868100	65.889999	+	0.136772030238	
2016-08-16	65.360001	65.959999	65.239998	65.709999	10128900	65.709999	+	0.535492647866	
2016-08-15	65.559998	65.830002	65.459999	65.720001	8371600	65.720001	+	0.244055834169	
2016-08-12	64.970001	65.349998	64.860001	65.32	7685400	65.32	+	0.538708626463	
2016-08-11	65.269997	65.690002	65.019997	65.459999	9604500	65.459999	+	0.29110159144	
2016-08-10	65.919998	66.07	65.160004	65.279999	11556100	65.279999	-	-0.970872298874	
2016-08-09	66.18	66.279999	65.690002	65.870003	10097000	65.870003	-	-0.468414928982	
