Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-09-16	72.32	72.959999	72.220001	72.870003	13844900	72.870003	+	0.760512997788	
2016-09-15	71.480003	72.559998	71.260002	72.400002	7295600	72.400002	+	1.28707185421	
2016-09-14	71.620003	72.059998	71.400002	71.519997	6980500	71.519997	-	-0.139634174548	
2016-09-13	71.839996	71.910004	71.150002	71.459999	7507900	71.459999	-	-0.528949082904	
2016-09-12	70.790001	72.239998	70.720001	71.940002	10864000	71.940002	+	1.62452462743	
2016-09-09	71.32	71.510002	70.300003	70.300003	12172600	70.300003	-	-1.43016965788	
2016-09-08	71.889999	72.32	71.709999	71.830002	9661200	71.830002	-	-0.0834566710733	
2016-09-07	73.00	73.050003	72.010002	72.059998	9618300	72.059998	-	-1.2876739726	
2016-09-06	72.760002	73.080002	72.199997	73.00	9570900	73.00	+	0.329848808965	
2016-09-02	72.989998	73.190002	72.419998	72.50	8082900	72.50	-	-0.671322117313	
