Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-09-16	87.620003	88.110001	87.300003	88.050003	22923700	88.050003	+	0.490755518463	
2016-09-15	86.75	88.269997	86.75	88.059998	13833600	88.059998	+	1.51008414986	
2016-09-14	87.120003	87.599998	86.870003	87.010002	25397900	87.010002	-	-0.126263769757	
2016-09-13	87.550003	87.910004	87.010002	87.050003	19682700	87.050003	-	-0.571102207729	
2016-09-12	86.040001	88.379997	85.959999	88.25	16105700	88.25	+	2.56857156475	
2016-09-09	87.099998	87.169998	86.239998	86.239998	21955000	86.239998	-	-0.987370860789	
2016-09-08	87.949997	88.18	87.629997	87.779999	23465700	87.779999	-	-0.193289375553	
2016-09-07	88.309998	88.410004	87.709999	87.949997	17556400	87.949997	-	-0.407655993832	
2016-09-06	88.25	88.639999	87.879997	88.639999	14472100	88.639999	+	0.441925212465	
2016-09-02	88.480003	88.870003	88.040001	88.199997	17470400	88.199997	-	-0.316462466666	
