Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-08-22	35.200001	35.450001	35.119999	35.360001	14917200	35.360001	+	0.454545441632	
2016-08-19	34.84	35.27	34.740002	35.240002	16417600	35.240002	+	1.14811136625	
2016-08-18	34.959999	35.09	34.75	34.970001	16085200	34.970001	+	0.0286098406353	
2016-08-17	35.169998	35.209999	34.77	35.02	18221600	35.02	-	-0.426494195422	
2016-08-16	34.77	35.209999	34.77	35.209999	16320900	35.209999	+	1.26545585275	
2016-08-15	34.700001	35.16	34.630001	34.91	18931100	34.91	+	0.6051844206	
2016-08-12	34.52	34.759998	34.439999	34.57	15708300	34.57	+	0.144843568946	
2016-08-11	34.66	34.740002	34.490002	34.68	16364100	34.68	+	0.0577034045009	
2016-08-10	35.00	35.00	34.50	34.529999	19579000	34.529999	-	-1.34286	
2016-08-09	35.040001	35.16	34.84	34.919998	12578900	34.919998	-	-0.342474305295	
